Target,Stance,Text
Bitcoin,1," Düzenlenmiş piyasalar, kuralları çiğneyen, onu sömüren ve bu süreçte milyonlarca hayatı mahveden açgözlü aptallardan korunan bir piyasayla sonuçlanmaz. Düzenlenmiş piyasa, oyunu düzeltmek, onu büyük erkekler kulübü yapmak ve bundan yalnızca birkaç kişi faydalanabilmek için kullanılan bir tabirdir. Düzenleme, 2000 çöküşünü, 2008 çöküşünü durdurmadı ve 2023 çöküşünü de durdurmayacak. Elon'un hisse senetlerini shitcoin kadar pompalamasını ve satmasını ve piyasa manipülasyonu için kendisine cüzi paralar veren SEC'in yüzüne sıçmasını engellemedi. Piyasa yapıcıların birkaç yıl önce satın alma düğmesini öldürmesini engellemedi. Tek bir hedge fon yöneticisi veya üst düzey bankacı fakirlerden çaldığı için hapse girdiğinde düzenlenmiş paradan bahset bana. Ama bu saçmalık, dünya hiçbir zaman önemli olan hiçbir şey konusunda anlaşmadı, Metuşelah'ın kavrayamadığı bir şeyle nasıl başa çıkacaklarını anlatmaya çalışmasını kim dinler ki."
Bitcoin,0, Bitcoin hafta sonunda 35.000 doların altına düşerek Cuma günkü kayıplarını sürdürdü
Bitcoin,-1, Ruhumu birkaç sigara karşılığında mı sattın?!
Bitcoin,-1," Bitcoin'in tüm hikayesi, finansın neden ilk etapta düzenlendiğine dair bir ders niteliğindedir. Her yer Güney Çin Denizi gibi."
Bitcoin,0,"Herkes Kriptolarını %80 daha düşük fiyata satın almak istediklerini söyledi. Şimdi bu gerçekleştiğine göre korkudan felç oldular. Geçtiğimiz yılın Ekim/Kasım aylarına bir geri dönüş, Bitcoin'in yükselişinin zirvesinde olduğu ve her şeyin 100k EOY için hazır göründüğü zamandı. İnsanlar mutlu ve coşkuluydu. Tek şikayet ve en büyüğü daha fazla satın almaktı."
Bitcoin,-1, Ben de aynı durumdayım. Her zaman öyleydi.
Bitcoin,-1, Hadi 8-5'te geliyorum
Bitcoin,1,"Bitcoin sonunda borsadan ayrılıyor! Arkadaşlar, beklediğimiz an geldi - Bitcoin sonunda borsadan ayrılıyor! Borsa beş gündür aralıksız yükseliyor olsa da, Bitcoin bunu tamamen görmezden geliyor ve daha da düşmeye devam ediyor. 2017'den beri bu anı bekliyordum ve sonunda geldi! Başardık, bu tarihi ana tanıklık edecek kadar uzun süre HODL yapan herkesi tebrik ediyorum. Borsayı takip eden fiyat hareketleri yok artık, bundan sonra ne olursa olsun sadece düşüyoruz, bu topluluğun ve kripto alanının bir parçası olmak ne büyük bir lütuf! Tanrı hepimizi korusun."
Bitcoin,1," Aman Tanrım, parti daha yeni başladı."
Bitcoin,-1, Kripto Tarafından İflas Eden İlk Ülke Bu Olacak mı? El Salvador'un bitcoin'i para birimi olarak benimsemesinin üzerinden bir yıl geçti — işler iyi gitmiyor.
Bitcoin,-1, Yani sanırım ikisi de zeka seviyesi şüpheli kişilerle dolu ama en azından Wall Street bahisleri yetersizliklerini kabul ediyor.
Bitcoin,0," Çalışmalar, Bitcoin madenciliğinin gerçek altını çıkarmaktan 3,5 kat daha pahalı olduğunu gösteriyor"
Bitcoin,0, Cali'de hala altın bulduklarını bilmiyordum. 9 Mart'ta aksini söyleyen bir makale buldum.
Bitcoin,1, Ve muhtemelen bunu yapmaya başlamak için gereken ilk yatırımın 350.000 katı daha az.
Bitcoin,-1, Bitcoin'in %50'lik düşüşü Elon Musk'ın Tesla bilançosundaki tüm kazanımlarını sildi
Bitcoin,-1, Onların referansını kaçırdığınızı düşünüyorum. Silikon Vadisi'ne.
Bitcoin,0," Anladığım kadarıyla, başlangıçta 21 milyar dolar peşin para, 12,5 milyar dolar Tesla hissesine karşı alınan bir kredi ve 12 milyar dolar Morgan Stanley'den alınan bir krediydi. Ve şimdi zengin yatırımcıların Twitter'da tercih edilen hisse senedi satın almasını sağlayarak 12,5 milyar dolarlık Tesla kredi kısmını azaltmaya veya ortadan kaldırmaya çalışıyor."
Bitcoin,0, Anonim bitcoin satın alıyor.
Bitcoin,-1, Geçen yıl büyük bir yükseliş olduğunda bir keresinde Alchemy Pay'e 20 sterlin yatırmıştım. 80 sterlinle ayrıldım ve çok mutluydum. O zamandan beri sadece arada sırada on sterlin harcadım ve genellikle pes edip zararlarımı kesmeden önce bunun yaklaşık yarısını kaybettim.
Bitcoin,0, 22 Mayıs Bitcoin pizza günü.
Bitcoin,1, hahaha güzel
Bitcoin,1, Bitcoin fiyatı 20 Nisan'da 42.069 dolara ulaşırken 'yıldızlar bir araya geldi'!
Bitcoin,0," Sonra, 800085"
Bitcoin,-1," Numaralı Balina, 15.5 bin BTC'yi depodan çıkardı**SON DAKİKA: Cüzdanın, büyük ihtimalle etiketsiz bir borsaya ait olan başka bir soğuk cüzdan olduğu iddia ediliyor.** [**"
Bitcoin,0, Böylece en büyük kripto para borsalarından birindeki işlem akışını görebilirsiniz
Bitcoin,-1," Warren Buffett, dünyadaki tüm Bitcoin için 25 dolar ödemeyeceğini söylüyor ve Charlie Munger, kriptoyu 'aptal' ve 'şeytani' olarak niteliyor"
Bitcoin,0," Bitcoin satın almak için ilk web sitesi bugün 13 yıl önce çevrimiçi oldu - 1.309 BTC'yi 1,00 USD'ye satın alabiliyordunuz New Liberty Standard web sitesi Bitcoin satın alımları sunan ilk web sitesiydi. Paypal aracılığıyla Bitcoin satın alabiliyor ve satabiliyordunuz. ""Borsa""yı oluşturan kişi temelde Bitcoin'i Bitcoin madenciliği için ortalama maliyetle fiyatlandırdı."
Bitcoin,-1,"Eyleme çağrı: Kripto paranın hariç tutulacağı ve CBDC'lerin yerini alması için yolun açılacağı şekilde, parayı yeniden tanımlayacak yasa tasarıları şu anda ÇOK SAYIDA eyalette komiteden aceleyle geçiriliyor. CBDC'ler yeterince kötü, ancak Kripto geçerli bir para biçimi olarak izin verilmezse, işimiz biterBaşlığım GME için ne anlama geliyor?Yasa tasarısındaki ifadeler (aşağıda) ANLAMI - hükümet CBDC'yi başlattıktan sonra, diğer tüm kripto biçimleri YASAKLANIR, vb. Ayrıca NFT pazar yeri, kendi bankanız olun, vb. anlamına gelir."
Bitcoin,1,"Bugün 12 yıl önce, Laszlo Hanzecz 10.000 bitcoin ile 2 pizza satın aldığında tarih yazıldı. Merkezi olmayan dijital para birimi ile satın alınan ilk ürün. Bugün 22 Mayıs 2022, kripto severler Bitcoin pizza gününü kutluyor. 12. yıldönümümüz. Daha önce kriptolar bir ödeme yöntemi olarak kabul edilmiyordu, ancak Florida'dan bir adam Bitcoin kullanarak bir yemek satın aldıktan sonra, insanlar sadece bundan bahsedebildi."
Bitcoin,0, Gerçekten kurumsal kabul müydü? Papa Johns markasını kullanmak için ödeme yapan yerlerden biri olabilirdi. Papa John's ödeme yöntemi olarak btc'yi desteklemediği sürece ve ben bir şeyi kaçırmadığım sürece. Ama yine de bir adım
Bitcoin,-1," Aralık 2017'de Bitcoin Satın Aldıysanız, Artık Para Kaybettiniz"
Bitcoin,0," Zaman, evet. Sebepler, hayır."
Bitcoin,1," Bitcoin Bull, birkaç dakika önce Miami'deki Bitcoin konferansında tanıtıldı... Boğa piyasası."
Bitcoin,0, Bitcoin 33 bin dolarda...
Bitcoin,0," Hala erken mi? Rastgele birine sorun, 100$ veya Bitcoin alın?"
Bitcoin,0,"Şu anda kripto korkusunun zirvesindeyiz. Hala Kripto'ya bağlıysanız, gerçekten bir tutucusunuz ve en kötü ayı piyasalarından geçebilirsiniz. Bitcoin, 28'in altına ve hatta 25 bine kadar düştü. Luna temelde düz bir çizgide aşağı iniyor ve UST'den bile önce 1$'a ulaştı. Bir milyardan fazla uzun likidasyon elde ettik."
Bitcoin,0, Hala buradayım çünkü gidecek başka yerim yok
Bitcoin,0," Yani, eğer sermaye dengesiz olduğu için haciz edilirse veya daha yüksek faiz ödemelerini karşılayamazsanız veya başka bir şey olursa. Ama evet, haklısın, birinin sahip olduğu bir varlığın fiyatı düşerse bunun hiçbir önemi olmaz. Bunu Luna'yı elinde tutan herkese söyle. En azından hala UST'leri var, değil mi?"
Bitcoin,0," Binance'den rekor seviyede 55.000 Bitcoin veya 1,1 milyar dolardan fazla para çekildi"
Bitcoin,0," Coinbase Earn'den ücretsiz aldım, şüpheniz olmasın..."
Bitcoin,1, Sonunda diğer tarafta göründüğünde ne kadar rahatlayacağını hayal edin...
Bitcoin,0," Bitcoin, 1.000 puanlık Dow düzeltmesinin 2020'den bu yana en kötü işlem günü olmasıyla 35.5 bin dolara düştü"
Bitcoin,1," Bitcoin fiyatları, 2021 yılı sonuna kadar 100 bin BTC'ye ulaşma umutlarının artmasıyla birlikte yükseldi"
Bitcoin,1, Aslında kayıtlı tarihteki en uzun olanı
Bitcoin,1," PayPal, Kullanıcıların Bitcoin ve Ethereum'u Harici Cüzdanlara Aktarmasına İzin Veriyor"
Bitcoin,0," Bitcoin, Ocak ayından bu yana ilk kez 46.000 doları aştı"
Bitcoin,1," Bitcoin, FTX'in çöküşünden bu yana yaşadığı tüm kayıpları telafi etti"
Bitcoin,1," Bunu yarılanma ve küresel ekonominin toparlanmasıyla birleştirirseniz, artık bir boğa koşusu tetikleyiciniz var"
Bitcoin,1," Bildiğiniz gibi, FTX'te bitcoin sahibi olan kişiler dışında"
Bitcoin,1,"Bitcoin üst üste 8 yeşil mumu tamamladı. Bu düşündüğünüzden daha az sıklıkta gerçekleşir. Cuma gününe kadar her gün yeşil tamamlarsa, bu 2012'den bu yana en uzun seri olur! BTC'nin üst üste 8 yeşil mumu tamamladığını yeni fark ettim. Bunu çok sık göremezsiniz, bu yüzden en son ne zaman gerçekleştiğini ve ne kadar nadir olduğunu merak ettim. Bu yüzden araştırdım."
Bitcoin,1, Bitcoin'in soğuk depolamaya en büyük göçü başladı! Boğa işareti.
Bitcoin,0, Bitcoin 20 binin altında
Bitcoin,0," Bence Gamestop, loopring'in yapmak istediği şeyin sadece bir kullanım örneği. Gamestop diğer yaratıcıların NFT'lerine, büyük marka isimlerine ve benzerlerine ev sahipliği yapabilirse, diğerleri de rakipleriyle bağlantısı olmayan kendi cüzdanları ve kendi pazarlarıyla aynısını yapmak isteyecektir. Gamestop başarılı olursa, loopring bunu diğer alanlara yayılmak için kullanabilir ve bu da coin'lerine daha fazla fayda sağlayacaktır."
Bitcoin,0, Çin'deki Bitcoin madeni yasak sonrası toplanıyor
Bitcoin,-1," FUD'un bunu nasıl öldürdüğü şaşırtıcı. Ah, hayır, öldürmedi. Başarısız oldu çünkü Blockchain yavaş ve ölçeklenemiyor. Sorun FUD değil. Sorun, teknolojinin aşırı abartılmış olması. Gerçek dünyada pek fazla uygulaması yok."
Bitcoin,1," itibari parayla ilgili mesele, onları mal ve hizmet satın almak için kullanabilmenizdir"
Bitcoin,1,"BTC sonunda 100.000 dolara ulaştı!!! Çocuklar ve kızlar, başardık! BTC'yi 100.000 doların üzerine çıkardık. Birçoğu 6 haneli fiyatı görmeden önce bir sonraki yarılanmayı beklememiz gerektiğini düşünüyordu, bir kez daha Big Daddy Bitcoin bizi şaşırttı. Bir piyasa çöküşünün ortasında psikolojik eşiğe ulaştık."
Bitcoin,0," Binance, kripto satışlarının derinleşmesiyle 'sıkışmış bir geçiş' nedeniyle Bitcoin çekimlerini durdurdu"
Bitcoin,0, Bitcoin 400.000 doların altına düştüğünde
Bitcoin,1," Bitcoin, Lightning Network aracılığıyla McDonald's ve Walmart tarafından kabul edilecek |"
Bitcoin,-1," Avrupa Merkez Bankası, Bitcoin'in 'ilgisizliğe doğru yol aldığını' söyledi"
Bitcoin,1, SON DAKİKA: Senatör Lummis'in yeni tasarısı uyarınca 200 dolara kadar olan Bitcoin işlemleri vergiden muaf olacak ve bu tasarı Bitcoin'in para birimi olarak kullanılmasını teşvik edecek ve ayrıca Bitcoin'in kendi kendine saklanma hakkını koruyacak.
Bitcoin,1, Bu geçiş bile beni gerçekten etkilerdi. Çoğunlukla gerçek kişilere ve sadece bir avuç şirkete fayda sağlıyor.
Bitcoin,-1," ""Baba, 10 dolar değerinde bitcoin ödünç alabilir miyim?"" ""11.62 dolar mı ödünç alabilirim? ... 7.45 dolar değerinde bitcoin'e ne halt ediyorsun?"""
Bitcoin,0, Ben de ortaokuldayken bir zamanlar babamdan Bitcoin satın almak için para istemiştim ama babam bunların çevrimiçi dolandırıcılık olduğunu düşünmüştü
Bitcoin,0," Bitcoin'i beş yıldır tutuyorsanız, şu anda negatif getiri elde ediyorsunuz [OC]"
Bitcoin,-1," Lütfen diğer tarafa da git kardeşim. 1,2,3,4,5 çok farklı bir resim veriyor. *Özellikle* 1 yıllık getiriler şu anda. -%65Bitcoin oldukça spekülatif, oynak bir varlıktır. Başka bir şey değil."
Bitcoin,-1," Bunu söyleyenlerin hepsi, zirvenin önemli olduğunu, çünkü birçok kişinin o dönemdeki hızlı büyüme oranı nedeniyle ilk kez yatırım yapmayı seçtiği noktanın bu olduğunu gözden kaçırıyor."
Bitcoin,-1," > O zamanlar insanların zirvede satın alsanız ve çökse bile birkaç yıl, belki 5 zirve bekleyip tekrar kara geçebileceğinizi söylediklerini hatırlıyorum. Şimdi bunun doğru olmadığını görebiliyoruz. Ama doğru. Beş yıl içinde beş yıl önceki zirveyi aştı. Yani o zirvede satın alan kişiler kara geçti, sadece tekrar kırmızıdalar (tuttuklarını varsayarsak)"
Bitcoin,-1, Eğer 5 yıllık zirveden satın aldıysanız şu an USD bazında yaklaşık %30 değer kazanmış durumdasınız.
Bitcoin,-1,Kripto daha önce küresel bir durgunlukta hiç var olmamıştı. Tüm bahisler iptal edildi ve ilk *gerçek* kripto çöküşünü görmek üzere olabiliriz - ve bu en sıkı tutucuların bile nefesini kesebilir. a.) 2 yıllık bir ayı piyasasına girdiğimizden emin olan ve b.) bunun sadece uzun bir döngüdeki bir düşüş olduğundan emin olan kişilerden çok fazla gevezelik görüyorum.
Bitcoin,-1," belki değil...olacak. Hızlı bir kazanç değil, uzun bir mücadele."
Bitcoin,1, 8 ay mı? ETH ve BTC 6 ay önce ATH'ye ulaştı.
Bitcoin,0,"Bitcoin, on yıldan uzun süredir en kötü çeyreğine doğru ilerliyor"
Bitcoin,-1," Gerçekleşti: Bitcoin, 2017'deki tüm zamanların en yüksek seviyesinin altına düştü."
Bitcoin,0," Rusya Gaz'ı Bitcoin karşılığında satmak isteyene kadar herkes merkeziyetsizlikten yanaydı, şimdi bu alt başlıktaki insanlar ""Rusya'nın Bitcoin'den para kazanmasındansa para kaybetmeyi ve fiyatın düşmesini tercih ederim"" gibi yorumlarla bunun hakkında ağlıyorlar. Öncelikle, yaptırım uygulanan bir üçüncü dünya ülkesinden biri olarak, tüm yaptırımların yaptığı tek şey bir ülkeye kıtlık getirmektir. (Suriye, Venezuela vb.'ye bakın) Milyonlarca insanın aç kalması için çağrıda bulunarak ahlaki açıdan üstün olduklarını düşünenler, diğer insanlara karşı hiçbir empati duymayan iğrenç, çifte standartlı alt insanlardır."
Bitcoin,0," Kripto yatırımcılarının yalnızca yaklaşık %3,5'ini oluşturuyoruz ve bu, çift hesapları ve aktif olmayan hesapları hesaba katmıyor. Ayrıca, ortak bir zihniyeti teşvik eden ve popüler görüşü söylemeyi teşvik eden aylar da var ve işte karşınızda, gerçek hayattan tamamen kopuk bir yankı odası için mükemmel tarif."
Bitcoin,1, Gelecek burada #Bitcoin
Bitcoin,1," TOR ve VPN'den habersiz olan insan sayısı komik. Bitcoin'i kapatmak mümkün olsaydı, Torrent korsanlığını da kapatabilirlerdi, ama bunu yapamıyorlar. The Pirate Bay'in kurucularını bile hapse attılar, ama web sitesi hala ayakta ve bugün bile çalışıyor. Hükümet, merkezi olmayan bir şeyi durduramaz. Yemin ederim Bitcoin'i FUD eden insanlar gerçekten gerizekalı."
Bitcoin,0," ""Düğüm"" derken muhtemelen Tam düğümü kastetti. Madenci veya Madencilik düğümüyle aynı şey değil. Madencilik düğümleri blok zincirine blok ekler ve bunun için ücret alırken, Tam düğümler yalnızca Madencilik düğümleri tarafından yapılan işi doğrular. Bu konuda uzman değilim ama bir madencilik düğümünün karlılığının BTC:Fiat oranı, bölgedeki elektrik maliyeti, madencilik teçhizatının yaşı ve fiyatı, gayrimenkul maliyetleri, genel giderler ve muhtemelen birkaç başka şeyin karmaşık bir fonksiyonu olduğunu düşünüyorum."
Bitcoin,1," Ben de uyuşturucu kartellerine fon sağlamıyorum ve konu bu değil. Herhangi birinden tüm finansal işlemleri denetleyen merkezi bir otoritenin olmamasını tercih ederim. Bitcoin (veya kripto para) ortaya çıkmadan önce uyuşturucu kartellerinin para toplamakta zorluk çektiği gibi bir şey yok. Bir şeyin suç işlemeyi kolaylaştırması, topluma net bir fayda sağladığı anlamına gelmez. Argümanınız neredeyse ""insan kaçakçıları araba kullanıyor, arabalardan kurtulalım ve insan kaçakçılığını çözelim"" ile aynı."
Bitcoin,1,Güney Afrika'da Bitcoin Lightning Ağı Kullanılıyor
Bitcoin,1, Kullanılmış yemeklik yağla Bitcoin madenciliği
