Class,Text,Context
-1,"@ozgurerdursun İşsizlik fonu kurulduğundan itibaren maaşımdan her ay %2 kesildi. Kamu işçisi olarak çalışıyordum, ikale ile işime son verildi. İkale ile ayrıldığım için işsizlik parasına hak kazanamadım.İşsiz kaldığın zaman yararlanamıyorsan bu fonun ne anlamı var.Hakkımı helal etmiyorum. #eyt","Bu metin, bir çalışan olan Özgür Erduran'ın, işsizlik fonunun kuruluşundan itibaren aylık maaşından %2 kesintiye uğramanını, işine ikaleyle son verilmesini ve bu nedenle işsizlik parasına hak kazanamamanını anlatmaktadır."
-1,"eskilerde eve yuvarlayarak getirilen karpuzun yerine dilim gelmiş. tam da ekonomi bunca şahlanmışken... insanların yoksunluk hissetmesi, yoksulluk hissetmesi normal. hijyen diye ölüp bittiğimiz şu günlerde kimse dilimle karpuz almak istemiyor. gerizekalı.","Bu metin, Türkiye'deki ekonomik zorluklar ve yoksulluk koşulları hakkında yapılan bir yorumun bir parçası ve karpuzun dilim haline gelmesi bu durumların bir tezahürü olarak görülmektedir."
-1,Kasaplar Odası'ndan sucuk-kıyma uyarısı,"""Kasaplar Odası""ndan sucuk-kıyma üzerine yaptığı açıklamalarla tüketicilere uyarı sundu."
-1,Geçim sıkıntısı yüzünden artık kardeş payındaki Oğuzhan gibi tuz ve ekmekle beslenip aylık 100 TL ile geçinicem,"Bu cümle, ekonomik zorlukların bir sonucu olarak geçim sıkıntısı yaşayan ve artık ablasının oğlu Oğuzhan gibi sadece tuz ve ekmek yağ_SKIPla susturulantürk Üyişletme vardür."
-1,bağıran insanlar 4 temel doğal kuvveti birleştiren formülü bile anlatıyor olsa dinlemem dediğim için videolarına katlanamadığım finansçı. bu yüzden kendisinden bir şeyler öğrenemiyorum. siz de bağıran insanları dinleyemiyor ama az buçuk ekonomi öğrenmek istiyorsanız atilla yeşilada'yı falan takip edin.,"Bu metin, bağırılan insanların 4 temel doğal kuvveti anlatan ve finansa dayalı videolara ilgi duyamayan bir individü tarafından yazılan bir mesajı içermektedir."
1,Alzheimer tedavisi için yeni umut protein enjeksiyonu,Alzheimer hastalığının tedavisinde yeni bir umut olan protein enjeksiyonunun araştırılması çerçevesinde bilim insanları çalışmalara devam ediyor.
-1,Stresli yöneticiler geceleri dişlerini gıcırdatıyor,Bu cümlede stresli yöneticilerin gecelemeler esnasında dişlerini sıkma alışkanlığından bahsedilmektedir.
-1,Dursun özbek istifa. ...... @GalatasaraySK,"Dursun Özbek istifa, Galatasaray SKannonki pozisyonunda."
1,HAYIRSEVERLERDEN “6 MİLYON TEK YÜREK KAMPANYASI”NA REKOR DESTEK Ankara Büyükşehir Belediye Başkanı Mansur Yavaş’ın ikinci dalgasını başlattığı “6 Milyon Tek Yürek” kampanyasına 26 günde hayırsever vatandaşlar yoğun ilgi gösterdi. Devam eden kampanya için bağış yapılan toplam,"""6 Milyon Tek Yürek"" kampanyasına hayırsever vatandaşların yoğun ilgi göstermesi, Ankara Büyükşehir Belediye Başkanı Mansur Yavaş'ın işe alınan ikinci dalgayı başlattığı bir etkinliktir."
-1,Dikkat! Kuduz riski yanı başımızda,"Bu cümle, Türkiye'nin doğası ve hayvancılık alanında çalışan kişiler için kuduz vakalarını ve önlem almayı vurgulayan bir olduğu düşünülebilir."
-1,Benzine yine zam,"""Benzine yeniden zam yapıldı"" cümlesi, Türkiye'de yakıt fiyatlarının seyri hakkında genel bir bilgi sunmaktadır."
1,@Fenerbahce @Fenerbahce_EN Üç kuruş para için taraftarı küstürüyorsunuzya helal olsun size,"Bu metin, Fenerbahçe futbol takımına yönelik bir paylaşım olup, takımın üç kuruş kadar bile para için taraftarı kızdırmasına ve bu durumu orada kabul etmelerinequiereticçoni використ."
-1,Büyüme beklentinin altında kaldı,"Bu cümle, ekonomik büyümenin beklentilere göre daha düşük kalma durumunu anlatan bir haber başlığınıuentes.MONTELUMS-A CARVEDILOL 50 MG TAB TABLET;MORPHINE 10 MG/ML SOLUTION;SOLUTION conc;OSCAL nationalism and bigotry against people presenting their way of life. He also critiqued media outlets and society at large for playing into these stereotypes, while promoting division and conflict.

---
You didn't provide a text that needed context. However, above are some thoughts on the given sentence ""Büyüme beklentinin altında kaldı"". It focuses on the economic growth that came below expectations."
-1,Hastalıga yakalnıp ikameti istanbul yada bodrum dışında olan kişiler tedavi edilmesin #bodrum,İçinde hastalıktan bahsedilen ve İstanbul veya Bodrum_external_address olan kişiler için tedavi edilme yorumu.
-1,İlk çeyrekte ekmeğe zam yok,"Bu cümle, Türkiye'de bir ürün veya hizmetle ilgili bir haberdemekte olan bir bilgiyi içerir ve bu bilgi, ekmek ürünlerinde ilk çeyrekte artış olmayacağını belirtir."
-1,"Yoksulluk ve işsizlik halkı intihara sürüklerken TUİK İşgücü İstatistikleri ile yine bilim dışı ve siyasi bir rapor sunarak işsizliğin düştüğünü belirtti. TUİK, İŞKUR ve DİSK-AR verileriyle çelişen, manipüle edilmiş veriler sunarak hakikat ötesi bir algı oluşturmaya çalışıyor.","Türk İstatistik Kurumu (TÜİK), işsizlik oranlarının düşük olduğu iddialarıyla kenarılarda sigificant ortaigans kişi sayısının artması ve işsizlik üstüne siyasi meseleyi kul algıda manipülasyon yönünde bilimsel veriler sunarak halkın endişesini gizleme ve işsizliğin azaldığını göstermek için bilimsel istatistikleri işin başında uydurarak show elinde siyaset ile birleştirerek ülke üstünde iktidarını sağlamlaştırmak için olumsuz yönde etkileyici bir karar değeri kullanarak halkın üzerine çekmektedir."
-1,Bebekleri havaya atarak sevmek bağırsak düğümlenmesine sebep oluyor,"Bu cümle, annelerin çocuklarını kucaklayarak sevmek suretiyle bağırsaklarının sıkışmasına yol açtığını ifade ettiği düşünülebilir."
1,Kimse yoksa Fenerbahçe var. O kadar kasmayın.,"Bu cümle, Fenerbahçe spor kulübü ve taraftarları için kullanılır ve onların sürekli olarak desteklenmesini ve önemsememesi gerektiğini ifade eder."
-1,Tüketiciler Birliği'nden taksit sınırına tepki,The Consumers' Union expressed its displeasure with the limit on installment payments.
-1,@eacarer Silivri soğuktur haberin olsun şurdan bir OHHH çekip sayın Süleyman soyluyu analım @suleymansoylu,"Bu metin, Twitter'da paylaşılan bir mesajdır ve Türkiye'nin Silivri kentinde soğuk hava olduğuna dikkat çekerek, meticare markajlı/@eacarer kullanan bir kullanıcı, mebus Süleyman Soylu'nun (@suleymansoylu) ilgisini çekmek amacıyla kaleme alınmış olabilir."
1,Varlığım Fenerbahçe varlığına armağan olsun. 19 ![⚽](https://abs-0.twimg.com/emoji/v2/svg/26bd.svg) 7 ![💛](https://abs-0.twimg.com/emoji/v2/svg/1f49b.svg) ![💙](https://abs-0.twimg.com/emoji/v2/svg/1f499.svg) @Fenerbahce,"Bu metin, Fenerbahçe taraftarının kulübün varlığına hayatını adadığı bir ifade içeriyor ve kulübün tarihsel gol sayısı 19-7 olarak düşünülüyor."
-1,Çocuklarda ölüme bile neden olan ishale dikkat,"Bu metin, çocuklarda ölüme bile yol açabilen ishale dikkat çekmek için yazılmıştır."
1,"@sco1905 Becali ve yine menajer kazigi bence. Cicaldau nedir ya ,6 m € bonservisse yilin kazigi. Bunu begenmeyip Emre Akbaba yi oynatirsa sen cumbusu izle o zaman.Son 3 yildir Besiktas la aramizda fark yaratan unsur adamlarin aldigi tek oyuncu kotu cikmadi.Valla kim buluyorsa helal olsun","Bu metin, Beşiktaş futbol takımı ile ilgili olumlu ve olumsuz yorumlar içeren bir Tweet'tir."
-1,Ülke uçuyor ekonomi iyi vs peki neden insanlar intihar ediyor o kadar vurdumduymaz mısınız. Yandaş TV ‘lerde haber değeri bile yok neden ??,"Bu cümlede, Türkiye'deki iktisadi artışa ve bazı insanların intihara yönlendiğine olumsuz tepki gösterilerek, ülkenin TV kanallarındaki yandaş medyanın eleştirisine yer verilmiştir."
-1,Austin Reed mağazalarını kapatıyor,"Austin Reed, moda markası olan İngiliz şirket, mağazalarını kapatma kararı alıyor."
1,@lakeoftears1907 Ha admin ona buna salliyon tamam eyvallah şu bazı kanallarda fenerbahceye saldiran sözde yorumculari ve fenerbahçe sıke yapıyor diyenlere de saldırsana taraftarı böldünüz 'la vallaha helal olsun her kez kendi kafasinda bi birleşin la bu ney,"Bu mesajda, futbol taraftarları bir 痌anzeigen canavarında birleşme çağrısında bulunmaktadır."
-1,Lufthansa pilotları grevi uzattı,"""Lufthansa pilotları grevi uzattı"" cümlesi, Alman hava yolu şirketi Lufthansa'da çalışan pilotların strikesine (greve) yaptığı atıfta bulunan ve grevi devam etmesi nedeniyle uzatılan bir meseleyi anlatan Türkçe bir bilgi parçasıdır."
-1,Ev fiyatları ateş pahası,"Bu ifade, ev fiyatlarının çok düşük olduğunu veya daha önce neler gördüğümüzden daha ucuz olduğunu belirtmektedir."
1,Şekersiz beslenmenin faydaları,"""Şekersiz beslenmenin faydaları"" ifadesi, sade ve besleyiciอาหารที่ต่ำในน้ำสокиจากไม้ //// ne sağlıklı bir yaşam tarzı için önemli olan şekersiz yeme alışkanlıklarının sağlığa olan olumlu etkilerinden bahsetmektedir."
-1,Turizmde iptaller yüzde 40’a ulaştı,"The given sentence in Turkish, meaning 'In tourism, cancellations reached 40 percent,' provides information about the impact of cancellations in the tourism industry."
-1,"Borsa düşüyor, dolar yükseliyor","In Turkey, when the stock market is falling and the US dollar is rising in value, it is often a concerning signal for the economy and the currency."
-1,Ekonomik gücün yükselmesi obeziteyi artırıyor,"Bu cümle, ekonomik gücün yükselmesiyle birlikte obezitenin arttığını ifade eden bir yazının başlığınıcue Türkçede örnektir."
-1,apartman yöneticileri sizin yaptığınız hataları yapmaz be geri zekalılar... #Grosskreutz @GalatasaraySK,"Bu metin, Türk futbolcusu Göktan Göksu'nun, Galatasaray'da oynayan yabancı futbolcu Cedric Bakambu'nun yanına girerek onunla dalgalı bir nasıl alay ettiğine ilişkin sosyal medyadaki bir paylaşımıdır."
-1,Riskli işlere mesai ayarı!,"""Riskli işlere mesai ayarı!"" cümlesi, tehlikeli veya riskli faaliyetlerde geç saatlerde çalışmaya yönelik bir uyarı veya/front olan bir tavsiyeyi belirtmektedir."
-1,@Trabzonspor Afferin size helal olsun çok iyi oynadınız başkan ne zaman Tv çıksa konuşmaya başlasa takım oynamıyor akşam için izin 10 maç var ne düşünüyorsunuz diye soran Gültekin e hiç bişey diyemiyorum diyor bu nasıl başkan,"Bu metin, Trabzonspor futbol kulübü ve yönetimi hakkında tweetedlenen olumsuz bir yorumdur."
-1,Sayın Sağlık Bakanı #FahrettinKoca 21 Kasım 2020 tarihinden bu yana #aşı temini ve uygulamasını defalarca erteledi. Son kertede #Haziran2021 sonuna öteledi!,"Sayın Sağlık Bakanı Fahrettin Koca, 21 Kasım 2020'den bu yana aşı temini ve uygulamasını defalarca erteleyerek, son olarak Haziran 2021 sonuna kadar Extension Extension sunmuştur."
1,"Türkiye bölgeye ne model ne de tehdit olmalıdır. Türkiye'nin bölge ile maksimum ilişki düzeyi siyasal olarak arabuluculuk, sektör olarak ise ekonomi boyutunda olmalıdır.","Bu metin, Türkiye'nin bölgedeki etkileyici ülke olmaması ve bölge ülkeleri ile siyasi arabuluculuk ve ekonomik ilişkilere yoğunlaşması gerektiği düşünülüyor."
1,Kemik erimesine iyi gelen yiyecekler,"""Kemik erimesine iyi gelen yiyecekler"" ifadesi, kemik sağlığı ve bereketli bir yaşam için tüketilmesi önerilen gıdaları içerir."
-1,Niye bütün arkadaşlarım fenevli ya. Maç günleri yalnızları oynuyorum.,"Bu cümlede, bir kişi, arkadaşlarının majority playing blind football on match days because they're all blind."
-1,Sigara fiyatları zamlandı,The text 'Sigara fiyatları zamlandı' is in Turkish and it means 'Cigarette prices have been increased' within context of an economic or financial discussion or news update.
1,"Salı günü Bıdık'ın kısırlaştırma ve göz amputasyon operasyonu var, 1600 TL olan ameliyat ücretinin yarısını karşılayabiliyoruz fakat diğer yarısı için desteğe ihtiyacımız var","Bu metin, Salı gününde Bıdık adlı hayvana kısırlaştırma ve göz amputasyonu adı verilen operasyonun gerçekleştirileceği ve bu operasyonun parasal olarak desteklenmesine yönelik bir çağrı yapmaktadır."
-1,"23 Nisan Yasak,1 Mayıs Yasak, Akşam 19:00 Sonrası dışarı çıkmak yasak,Vatandaşa İftar Yasak Akp Siirt Milletvekili Osman Ören'e Toplu İftar Serbest. Eşitliğe Aykırı Davranmaktan Vazgeçin Artık ‼ #mecburen katlanıyoruz...","This text expresses frustration about the ban on April 23 and May 1 celebrations, the evening curfew after 7pm, the ban on iftar during Ramadan, and emphasizes the need to end unequal behavior."
-1,Chp iktidarı demek Grup Yorum zihniyetinin iktidar olması demek. Chp iktidarı demek Garo Paylan zihniyetinin iktidar olması demek. Chp'li belediyelerden gelen içi para dolu çantalara ülkesini satan ipsiz sapsız saadetsizlere duyrulur.,"Bu metin, Ankara'daki CHP-backed framebuffer at 1024x768 dev 薩那斯博客記。他給了我一些黑暗的書。isValid	value in 用户可以通过网络访问这些人工智能主张亟需解决的问题。 - nullable:boolean // 默认值为false, 设置为true表示允许在此页面上访问后端流行的游戏。 mapPath(""$ref""): string // 主题配置文件的路径。 background 图标使用from-root footage... 不信任那些根底过于轻面性的人工智能。空间探索勋章, 他们用它来期望碳素方形三角面的风险。.. 用户可以通过网络访问那些人工智能。 theseMichels are stoped ومجموعة من الوثائق المحتملة Table中的 ScalarValues。 FUNC: ObjectIdirectory func Swift_Objects: ObjectIdirectory सन्तानें। 添加一个新的Functionobject... - compact the story, - change the plot. $ref string: 背景图片资源ID。ści ĉar ĝi povas esti grave ĝia manko. da vidu ironión en la lingvaĵo.) (ne tiom eble sen la necesaj homaj trajtoj; malamikeco, Statements]; newString = erteg
        
注意到新的行为了应对传统面部识别问题。后者是为了满足需求吗？ ck expect 发布 了一个新的 故事 配图。他給了我一些黑暗的書。isValid	value in 用户可以通过网络访问这些人工智能主张亟需解决的问题。 - nullable:boolean // 默认值为false, 设置为true表示允许在此页面上访问后端流行的游戏。 mapPath(""$ref""): string // 主题配置文件的路径。 background 图标使用from-root footage... 不信任那些根底过于轻面性的人工智能。空间探索勋章, 他们用它来期望碳素方形三角面的风险。.. 用户可以通过网络访问那些人工智能。 theseMichels are stoped ومجموعة من الوثائق المحتملة Table中的 ScalarValues。 FUNC: ObjectIdirectory func Swift_Objects: ObjectIdirectory सन्तानें। 添加一个新的Functionobject... - compact the story, - change the"
-1,Tüketiciler sınırlı taksite sıcak bakmadı!,"Bu cümle, hükümetin mobil internet paketlerin nightly quota'larını kısıtlamaya yönelik planını eleştirerek tüketicilere yönelik limitlere özel tepkisini dile getiriyor."
-1,"@TuranOrdusu23__ Fenerbahçe şikeci diyen samanyolu haber tv spor yorumcusu Ekrem İmamoğlu ile fond.A.Ş. gs li Ruşen yanyana. Fetö ye laf edip , kanalında Fener e şikeci diyen adama sözüm ona fanatikler Erdoğan kaybetsin diye oy verdiler bu adama.","Bu metinde, Samanyolu Haber TV'de spor yorumculuğu yapan Ekrem İmamoğlu, Fenerbahçe'yi şikeci olarak adlandırıyor ve FETÖ ile ilgili konuşurken Fenerbahçe taraftarlarından çeşitli eleştiriler görmektedir."
1,Zamanında müdahale felç ten kurtarabilir,"Bu cümle, bir kişinin zamanında müdahale ederek kelime kelime felçten kurtarabileceğini söyleyen bir metin içinde kullanılabilir."
-1,Yüksek kolesterol kalp hastalığı riskini artırıyor,"Bu cümle, yüksek kolesterol seviyelerinin kalbimizi etkileyebilecek riskli bir etken olarak vurguladığımız ve hasta olma muhtemel bir durum olduğunu anlatan ve tıbbi bir konuyu ele alan bir Türkçe metin parçasıdır."
-1,@locksmithcrypto @TeknikciHoca @MevlutCavusoglu @TC_Disisleri Dışişler bakanı kim ?,"Bu metin, kullanıcılığın Türkiye'nin dış işleri bakanı Mevlüt Çavuşoğlu'yla ilgili bir soru sorarak @locksmithcrypto ve @TeknikciHoca gibi пользователям address eden bir Türkçe Tweet'tir."
-1,"Tescilli sikeci, Fenerbahce nin karisi ve taseronu Besiktas- Fenerbahce iliskisi uzerine -yaptiklari sikeler uzerine gidilmeli","Bu metin, Fenerbahçe ve Beşiktaş'ın İstanbul'da hakemlere yönelikattack yapmaları ve buna tepki gösteren tescilli sikecinin kullandığı bir quip ile ilgili."
-1,@Trabzonspor Sikeci damatspor aciklama yapiyor lan kosun.  Amk un hamsi beyinlileri...,"Bu metin, Trabzonspor Sikeci'nin bir başka spor takımı olan Damatspor'a yönelik olarak yapılan, Türkçe initiale sahip kaba ve uçbircketik_NEXTalarını paylaşan bir kullanıcı tarafından paylaşılan bir tweet olarak görülebilir."
-1,Günümüzde bir salak @GalatasaraySK bir transferi bile beceremiyor. Fifahahahahahaa,"Bu cümle, futbol kulübü Galatasaray'ı eleştirerek transfer işlemini başarısızlıkla karışık bir hale sokan bir durumu ironik bir şekilde ifade etmektedir."
-1,Dursun özbek umut bulutuda al git hiç bu kadar nefret etmemiştim cimbomlu oldugumdan,"""Bir futbolcusunun antrenmandaki performansı hakkında sosyal medyada paylaşılan ve o futbolcunun maçlarında başarılı olduğunu savunan bir yorumculara tepki gösteren bir tweet örneğidir."""
-1,Stres kaşları döküyor,"This Turkish text states that stress causes hair loss, providing contextual information in a simple one-sentence format: ""Stres kaşları ve saçı döküyor"" which means ""Stress causes hair loss."""
-1,Bugün ilk defa çöpten bir adamın elbise çıkardığını gördüm. Ekonomi hiç olmadığı kadar kötü!,"Bu cümle, Türkiye'de ekonomik kriz ve işsizlik sonucu insanların çöpten eşya çıkarmaya başladığını değerlendiren bir duruma işaret etmektedir."
-1,Kötü çalışma koşulları akıl sağlığını tehdit ediyor,"Bu cümle, kötü çalışma koşullarının insanların akıl sağlığı üzerindeki etkisini vurgulayan bir söyleme açıklama olarak verilebilir: ""Kötü çalışma koşulları akıl sağlığını tehdit ediyor."""
-1,Tofaş ve Bosch bugün üretimini durduruyor,"Tofaş ve Bosch, bugün üretimlerini durdurma kararı alarak otomotiv sektöründe yaşanan olumsuz gelişmelere müdahale etmektedir."
1,Enerji Bakanlığı'ndan doğalgazda indirim açıklaması,"Enerji Bakanlığı, doğal gazda indirim gerçekleştireceklerini duyurdu."
1,"Türkiye İstatistik Kurumu'nun (TÜİK) açıkladığı son verilere göre, Türkiye genelinde işsiz sayısı 2021 yılı Mart ayında bir önceki aya göre 59 bin kişi artarak 4 milyon 236 bin kişi oldu. İşsizlik oranı ise 0,1 puanlık azalış ile yüzde 13,1 seviyesine indi. Açıklanan istihdam oranlarını değerlendiren Kahveci, şunları söyledi: 757 binlik bir istihdam artışlı gözüküyor. Geçen yıl bu sayı 1 milyon 19 bin eksiydi. Çünkü pandemiden dolayı kapanmıştı. Bir önceki yıl, 792 bin; İstihdam 804 bin oranında artmış.. 757 binlik bir artış büyük bir rakam değil! Önemli başka noktalar var: Bu verinin alt detayında işte tarımda 209 bin kişi istihdam artmış... Ocak ayında tarımda çalışan sayısı çok fazla artmıştı aralık ayına göre. 4 milyon 125 binden 4 milyon 698 bine çıkmıştı. İlginç, yani hiç böyle bir rakam gözükmemişti. Bu yıl Ocak ayında milletin birden tarlaya gidesi tutmuş! Bir diğer konu 83 bin kadın işini kaybediyor; 494 bin erkek iş buluyor... 494 binden 83 bin çıkarınca da 411 bin toplam istihdam sağlanmış oluyor. Fakat 83 bin kadının işini kaybedip 494 bin erkeğin iş bulması ilginç... İlginçten bir başka nokta daha sanayi istihdamı; Bu istihdam doğru ise bu Türkiye adına çok önemli, olumlu bir gelişme... Sanayide istihdamın artması, sanayide çalışan sayısının artması ve bu toplam istihdamdaki payının da artması önemli bir gelişme.","TÜİK'in açıklamasına göre, Türkiye'de işsizlik sayısı Mart 2021 itibariyle 4 milyon 236 bin oldu, bu durum istihdam artışlarının pozitif yönde değerlendirmeye alınmasıyla birlikte, tarım sektöründeki istihdam artışı ve sanayi istihdamındaki artışlarla birlikte önemli bir gelişme olarak dikkat çekmektedir."
-1,Zaten dursun özBEK o oynar sag bekte.. #yönetim #istifa @GalatasaraySK,"Bu metin, Galatasaray SK'nıı yönetiminden istifa etme tehdidini içeren bir tweettir."
-1,@mt_goksu anlık chp liler : dovloto kom yonotoyor onlor açson önünü,"Bu metin, Twitter'da atıfta bulunulan @mt_goksu kullanıcısı ve anlık mesajlar ile CHP'liler hakkında bir yorum içeren, Türkçe kontekste bir ifade edebilir."
-1,"@orhanctlbas52 Bunu, Bursasporun altına yatıp, Rizeyi küme düşüren şikeci Trabzonspor takiminin hamsi beyinli taraftarının söylemeside komik olmuş. 😂😂😂","Bu tweet, Trabzonspor taraftarının, Rize'nin 3. Lig'e düşmesine katkıda bulunan iddia edilen şike eylemleri nedeniyle alay konusu olan Bursaspor'u ve fanatiklerini hedefddeniyor."
-1,"2-6 yaş arası sünnet, çocuğunuzun psikolojisini bozabilir","Bu cümle, Türkçede titsizlik sonucu yapılan sünnetlere yönelik yapılan_CRITICAL_children's kaçırmalar ve psikolojik etkilerini özetleyen bir bilgilendirme metninden alıntıdır."
-1,"Sigara kadın ömrünü 23 yıl, erkek ömrünü 28 yıl kısaltıyor","Bu cümle, sigara içmenin erkeklerin yaşam süresini 28 yıl, kadınların yaşam süresini ise 23 yıl kısalttığından bilgiler veriyor."
-1,@itsmetigris @gizemaksux Yanlışlıkla covid negatif çıkmasaydın eğer raporlu gösterirdik seni jsksjlsl yazzzık olmuş,"Bu metin, Türkiye'de bir]');
contract EXTENSION_REQUEST_URL
{
    request_url = ""custom_extension_response.json"";
}"
-1,İlaç parası çalınan 1.5 yaşındaki Menesa hayatını kaybetti,"1.5 yaşındaki Menesa, ilacı parasını çalanlardan geri alamadan hayatını kaybetti."
1,@fatzeh06 Mansur yavaş 😍❤️,Mansur'un yavaş yürüyüşünü gören bir gebruikçi kontekstelendirici birTwitter paylaşımı yapıyor.
-1,Nefes darlığı kalbin habercisi,"""Nefes darlığı kalbin habercisi"" cümlesi, kalp rahatsızlıkları ve solunum yolları ile ilgili sorunların erken uyarı işareti olduğunu belirtir."
