Class,Text,Context
-1,"@ozgurerdursun İşsizlik fonu kurulduğundan itibaren maaşımdan her ay %2 kesildi. Kamu işçisi olarak çalışıyordum, ikale ile işime son verildi. İkale ile ayrıldığım için işsizlik parasına hak kazanamadım.İşsiz kaldığın zaman yararlanamıyorsan bu fonun ne anlamı var.Hakkımı helal etmiyorum. #eyt","@ozgurerdunsun
Son olarak, işsizlik sigortası ve işsizlik fonu gibi düzenlemelerin, işgücünün sadece bir kısmını korumakla kalmadığını, aynı zamanda ekonomik istikrar ve büyümeyi sağlamaya da yardımcı olduğunu düşünüyorum.
#Ekonomi #İşsizlikSigortası

Analiz: Bu pasajda, yazar işsizlik fonunun etkinliğini ve adaletini tartışmaktadır. İlk tweet, yazarın işsizlik fonundan mağdur olduğunu ve hakkını aradığını gösteriyor. İkinci tweet ise, işsizlik sigortasının ve fonunun sadece bir kısmını korumakla kalmadığını, aynı zamanda ekonomik istikrar ve büyümeyi sağlamaya yardımcı olduğunu savunuyor. Bu nedenle, yazarın duruşu, işsizlik fonunun adaletli ve etkili olmadığını düşünenler ve işsizlik sigortasının ekonomik istikrar ve büyümeyi sağladığını savunanlar olarak iki"
-1,"eskilerde eve yuvarlayarak getirilen karpuzun yerine dilim gelmiş. tam da ekonomi bunca şahlanmışken... insanların yoksunluk hissetmesi, yoksulluk hissetmesi normal. hijyen diye ölüp bittiğimiz şu günlerde kimse dilimle karpuz almak istemiyor. gerizekalı.","Tweet: #EkonomininYansımaları. Bu durum gerçekten üzülür hale getiriyor. İnsanlar artık kendilerini güvende hissedemiyorlar. Yeter artık, çözüm için adımlar atılmalı. #EylemİçinBirlikte Analysis: The passage suggests that the author is expressing concern about the current economic situation, using the metaphor of sliced watermelon instead of whole watermelons brought home in the past. The author implies that people are feeling the effects of the economic downturn, experiencing a lack of security and hygiene issues. The tweet, on the other hand, expresses a similar sentiment but also calls for action to address the situation. The author of the tweet emphasizes the need for unity"
-1,Kasaplar Odası'ndan sucuk-kıyma uyarısı,"Fenerbahçe, Galatasaray ve Beşiktaş gibi büyük kulüplerin futbolcuları, kulüplerin izinli olduğu dönemlerde et işleriyle uğraşıyor. 
https://www.haberler.com/keciorsen-galatasaray-futbolcularinin-kesimci-olması-12641907-haberi/ 
Futbolcuların iş hayatına karışması, kulüplerin imajını ve değerlerini etkileyebilir. 

Analysis: 
- Anahtar kelimeler: Kasaplar Odası, sucuk-kıyma uyarısı, Fenerbahçe, Galatasaray, Beşiktaş, futbolcular, kulüpler, izinli, et işleri, iş hayatına karışması, imaj, değerler
- Retorik araçlar: Uyarı, örneklemeler (Fenerbahçe, Galatasaray, Beşiktaş), olası sonuçlar"
-1,Geçim sıkıntısı yüzünden artık kardeş payındaki Oğuzhan gibi tuz ve ekmekle beslenip aylık 100 TL ile geçinicem,"Anahtar kelimeler: Geçim sıkıntısı, Oğuzhan, kardeş payı, tuz ve ekmek, aylık 100 TL
Analiz: Bu metin, ekonomik zorlukların ve yoksulluğun etkilerinin somut bir örneğini sergiler. Yazar, Oğuzhan'ın geçim sıkıntısı nedeniyle kardeş payından yardım alarak, sadece tuz ve ekmekle yetinip, aylık 100 TL ile geçinmek zorunda kaldığını anlatır. Bu durum, ekonomik zorlukların insanların yaşam kalitesini nasıl etkilediğine dikkat çekici bir örnek olarak sunulmaktadır.

Passage: Bu yıl 5. kez düzenlenen ve Türkiye'nin en büyük enerji etkinliği olan Türkiye Enerji Zirvesi, bu yıl da İstanbul'da düzenlenecek.
Anahtar kelimeler: Türkiye Enerji Zirvesi, 5. kez, Türkiye'nin en büyük enerji etkinliği"
-1,bağıran insanlar 4 temel doğal kuvveti birleştiren formülü bile anlatıyor olsa dinlemem dediğim için videolarına katlanamadığım finansçı. bu yüzden kendisinden bir şeyler öğrenemiyorum. siz de bağıran insanları dinleyemiyor ama az buçuk ekonomi öğrenmek istiyorsanız atilla yeşilada'yı falan takip edin.,"Tweet analiz: 
1. Anahtar kelimeler: bağıran insanlar, 4 temel doğal kuvveti, formülü, anlatıyor olsa, dinlemem, videolarına, katlanamadığım, finansçı, bir şeyler öğrenemiyorum, atilla yeşilada, takip edin.
2. İma edilen duygular: Öfke, hayal kırıklığı, memnuniyetsizlik, kıskançlık.
3. Retorik araçlar: Karşılaştırma (bağıran insanlar - atilla yeşilada), Tavsiye (atilla yeşilada'yı takip edin), İfadeyi güçlendirme (4 temel doğal kuvveti).
4. Yazarın duruşu: Yazar, bağıran insanlar tarafından anlatılan bilgiyi öğrenmek istemediğini ve bu nedenle onların videolarını izleyemadığını belirtmektedir. Ayrıca, ekonomi hakkında bir şeyler öğrenmek"
1,Alzheimer tedavisi için yeni umut protein enjeksiyonu,"Fenerbahçe, Galatasaray, Beşiktaş ve Trabzonspor futbolcuları için de test edilecek
#Alzheimer #Futbolcular #Tedavi #ProteinEnjeksiyonu

Keywords: Alzheimer, tedavi, protein enjeksiyonu, futbolcular, Fenerbahçe, Galatasaray, Beşiktaş, Trabzonspor

Analysis: Bu pasaj, Alzheimer hastalığının tedavisinde yeni bir umut olan protein enjeksiyonunun Fenerbahçe, Galatasaray, Beşiktaş ve Trabzonspor futbolcuları için de test edileceğinden bahsediyor. Yazar, bu durumu #Alzheimer, #Futbolcular, #Tedavi ve #ProteinEnjeksiyonu hashtagleri kullanarak vurguluyor. Pasaj, futbolda yer alan önemli Türk futbol kulüplerinin oyuncularının da Alzheimer hastalığına karşı yeni bir tedavi yöntemi deneyeceğini"
-1,Stresli yöneticiler geceleri dişlerini gıcırdatıyor,"https://www.haberturk.com/ekonomi/dunya/10241941.stressli-yoneticiler-geceleri-dişlerini-gıcırdatıyor
Yeni bir araştırma, yöneticilerin yüzde 60'ının geceleri dişlerini gıcırdattığını ortaya koydu. Araştırmaya göre, stresli yöneticilerin yüzde 70'i diş gıcırdatma sorunu yaşıyor. Stres, diş gıcırdatma sorununu daha da artırıyor. Geceleri dişlerini gıcırdatanların yüzde 75'i bu sorunu yaşamadan önce stresli olduğunu belirtiyor. Araştırma, yöneticilerin yüzde 40'ının gece uykularının düşük olduğunu ortaya koydu. Yöneticilerin yüzde 60'ı gece uykularının düşük olduğunu, bu durumun da iş performansını etkilediğini belirtiyor.

Analysis: Bu kısa pasajda, bir araştırma tarafından ortaya konan"
-1,Dursun özbek istifa. ...... @GalatasaraySK,"Bu gelişme ne anlama gelir sizce? #spor #transfer #galatasaray

Anahtar kelimeler: Dursun özbek, istifa, GalatasaraySK, gelişme, anlam, spor, transfer, galatasaray

Rhetorical devices: 
1. Soru: Bu gelişme ne anlama gelir sizce? 
2. Benzerlik: #transfer ile ilgili bir gelişme
3. Teşvik: #spor #galatasaray

Yazarın duruşu:
Tweet, Galatasaray taraftarı veya ilgilenen bir kişinin görüşlerini yansıtmaktadır. Yazar, Dursun Özbek'in istifası hakkında bilgi vermektedir ve okuyucudan bu gelişmenin ne anlama geldiği konusunda düşüncelerini paylaşmalarını istemektedir. Ayrıca, bu gelişmenin spor ve transfer ile ilgili"
1,HAYIRSEVERLERDEN “6 MİLYON TEK YÜREK KAMPANYASI”NA REKOR DESTEK Ankara Büyükşehir Belediye Başkanı Mansur Yavaş’ın ikinci dalgasını başlattığı “6 Milyon Tek Yürek” kampanyasına 26 günde hayırsever vatandaşlar yoğun ilgi gösterdi. Devam eden kampanya için bağış yapılan toplam,"kaynak miktarı 5 milyon 700 bin lirayı geçti. Yargıtay Başkanı ZülfüÇapan, İçişleri Bakanı Süleyman Soylu, Spor Bakanı Mehmet Muharrem Kasapoğlu, TBMM Başkanı Mustafa Şentop ve Gıda, Tarım ve Hayvancılık Bakanı Bekir Pakdemirli’nin bağışta bulunması kampanyayı daha da hızlandırdı. #6MilyonTekYürek #Ankara #MansurYavaş #hayırseverler #bağış

Analysis: Bu kısa metinde, Ankara Büyükşehir Belediye Başkanı Mansur Yavaş'ın başlattığı ""6 Milyon Tek Yürek"" kampanyasına yönelik hayırseverlerin yoğun ilgisi ve bağışları vurgulanmaktadır. Kampanyaya önemli isimlerin de bağışta bulunması, retorik olarak bu etkinin önemini ve toplumun tepkisini"
-1,Dikkat! Kuduz riski yanı başımızda,"Yunanistan'da Kuduz vakası görüldü, Türkiye de tedbirli olmalı. Türkiye, Kuduz riskini önlemek için hayvanların izlenmesi ve hastalığa karşı aşılanması gibi önlemleri almalıdır. #Kuduz #Türkiye #Yunanistan Analysis: The passage discusses the risk of rabies in Turkey, following the detection of a rabies case in Greece. The author emphasizes the need for precautionary measures in Turkey, such as monitoring animals and vaccinating them against the disease. The tweet uses hashtags to highlight the main topics and increase visibility. The author's stance is supportive of taking necessary actions to prevent the spread of rabies from Greece to Turkey. The language used is straightforward"
-1,Benzine yine zam,"@MehmetOzalp: #BenzinFiyatları #Dolar #Enflasyon #Ekonomi #Türkiye
Yeni bir gündüzde 4 lira arttı. Şimdi 7.32 lira. 1 ay önce 5.98 lira idi. #DüşükHarcamalar #Kış #Soğuk
Mehmet Özalp, Twitter'da ekonomi ve siyasi konulara değinerek, Türkiye'deki benzin fiyatlarının arttığını ve bu durumun düşük harcama, kış ve soğuk gibi faktörlerle ilişkili olduğunu belirtiyor.

Analysis: Mehmet Özalp, tweetinde Türkiye'deki benzin fiyatlarının arttığını ve son fiyatının 7.32 lira olduğunu belirtiyor. Geçtiğimiz ayki fiyatla karşılaştırıldığında, benzin fiyatlarının arttığını ifade ediyor. Ayrıca, düşük harcama, kış ve soğuk gibi faktörlerin ben"
1,@Fenerbahce @Fenerbahce_EN Üç kuruş para için taraftarı küstürüyorsunuzya helal olsun size,"Analysis: Tweet, Fenerbahçe'ye ve kulübün İngilizce Twitter hesabına yönelik eleştiriler içermektedir. Eleştiren, Fenerbahçe'nin üç kuruş para için taraftarı küstürdüğünü düşünüyor ve kulüpten bunu yapmasına helal dediğini belirtiyor. Retorik araçlar arasında öfke ve kınamanın bulunabileceği düşünülmektedir. Yazarın duruşu, Fenerbahçe'nin taraftarlarına karşı duyarlı olmadığını ve bu konuda eleştirilebilir olduğunu göstermektedir.:// --> :// --> 1
:// --> 1
:// --> 1
:// --> 1
:// --> 1
:// --> 1
:// --> 1
1. Anahtar kelimeler: Fenerbahçe, taraftar, üç kuruş, küstürme,"
-1,Büyüme beklentinin altında kaldı,"Yeni istihdam yaratma kapasitemiz düşüyor
Dolar Artışını sürdürüyor
Ekonominin can damarı duruyor
#Ekonomi #Dolar # İstihdam # Büyüme

Analysis: Bu kısa tweet, Türkiye'nin ekonomik durumunu ele alıyor. Yazar, büyüme beklentilerinin altında kalmaya, yeni istihdam yaratma kapasitesinin düşmeye ve doların artışını sürdürmeye devam ettiğini belirtiyor. Ayrıca, ekonomideki bu olumsuz gelişmelerin can damarı olarak nitelenen bir şeyin durduğunu ifade etmektedir. Bu, ekonomi konusunda endişe ve belirsizliğe işaret etmektedir. Tweet, yazarın Türkiye'nin ekonomik durumunu eleştiren ve endişe duyan bir duruş sergilediğini göstermektedir. Retorik araçlar arasında örneğin dramaturji ve tehdit vardır, çünkü yazar, ekonominin ""can damarı"" olarak nitelenen bir"
-1,Hastalıga yakalnıp ikameti istanbul yada bodrum dışında olan kişiler tedavi edilmesin #bodrum,"#istanbul
#hastalık

Analysis:
1. Anahtar kelimeler: Hastalık, İstanbul, Bodrum, tedavi, yakalanıp, ikameti, dışında, kişiler
2. Retorik araçlar: Çoğu taraftarın İstanbul ve Bodrum'u ziyaret ettiğini varsayarak, bu bölgelerdeki hastalığa yakalanan kişilere tedavi edilme ihtiyacını vurguluyor.
3. Duygular: Kaygı ve endişe.
4. Yazarın duruşu: Yazar, İstanbul ve Bodrum'daki hastalığa yakalanan kişilere acilen tedavi sağlanmasını savunuyor ve bu konuda önlem almanın önemini vurguluyor. Ancak, ikametinin dışında olduğu belirtilen kişilere tedavi sağlanmaması yönündeki önerisi, bu durumun riskli olduğu anlamına gelir. Bu nedenle, yazarın duruşu, hastalığın kontrol altına alınması ve toplum sağlığının korunması için"
-1,İlk çeyrekte ekmeğe zam yok,"@trabzonsporoflcl kulüp olarak destekçilere en azından bu konuda güvence verelim
#trabzonspor #taraftar #destekçilere #güvence #kulüp

Analysis:
1. Anahtar kelimeler: Trabzonspor, ekmeğiz, zam, destekçilere, güvence, kulüp
2. Duygular: Kaygı, endişe, beklenti
3. Retorik araçlar: Teşvik, sorumluluk alma, hedef koyma
4. Yazarın duruşu: Trabzonspor'un destekçilerine güvence vermek zorunda olduğunu düşünüyor ve kulüpte bu konuda önlem alması gerektiğini savunuyor.://
5. Sonuçu: Yazar, Trabzonspor'un destekçilerinin beklentilerini karşılamak için kulüpte önlem alması gerektiğini düşünüyor ve kulübün bu konuda güvence sunması gerektiğini savunuyor"
-1,"Yoksulluk ve işsizlik halkı intihara sürüklerken TUİK İşgücü İstatistikleri ile yine bilim dışı ve siyasi bir rapor sunarak işsizliğin düştüğünü belirtti. TUİK, İŞKUR ve DİSK-AR verileriyle çelişen, manipüle edilmiş veriler sunarak hakikat ötesi bir algı oluşturmaya çalışıyor.","Analysis: Bu metinde, yazar Türkiye İstatistik Kurumu (TUİK) tarafından yayınlanan işgücü istatistiklerine eleştiriler getirmektedir. Yazar, TUİK'in işsizlik oranlarının gerçeği yansıtmadığını ve bilim dışı, siyasi bir rapor sunduğunu iddia etmektedir. Ayrıca, İşsizlik Sigortası Kurumu (İŞKUR) ve DİSK-AR (İşçi Sendikaları Konfederasyonu Araştırma ve Eğitim Vakfı) verilerine atıfta bulunarak, TUİK'in sunduğu verilerin manipüle edildiğini ve gerçekle çeliştirdiğini öne sürmektedir. Yazar, bu nedenle, TUİK'in hakikat ötesi bir algı yaratmak için çaba gösterdiğini düşünmektedir. Bu analizde, yazarın yazıdaki duruşu, TUİK'in işsizlik verilerine güvenmemesi ve bu verilerin manipülatif ve"
-1,Bebekleri havaya atarak sevmek bağırsak düğümlenmesine sebep oluyor,"Anahtar kelimeler: bebekler, havaya atarak, sevmek, bağırsak düğümlenmesi
İmalar: Duygusal, olumsuz bir durum ima edilmektedir.
Retorik araçlar: Karşılaştırma (sevmek vs. bağırsak düğümlenmesi)
Yazarın duruşu: Yazar, havaya atarak sevmek eyleminin olumsuz sonuçlar doğurabileceğini savunuyor ve bunun yerine daha sağlıklı bir sevgi ifadesi öneriyor olabilir.

Sonuç: Yazar, havaya atarak sevmek eyleminin negatif etkileri olduğu konusunda uyarıyor ve bunun yerine daha sağlıklı bir sevgi ifadesi benimsemeliyiz.

Özellikle futbol, sağlık, ekonomi ve siyaset alanlarında uzmanlaşmış bir sosyal uzmana göre, bu kısa analiz süreci, metindeki anahtar kelimeleri ve retorik"
1,Kimse yoksa Fenerbahçe var. O kadar kasmayın.,"- Fenerbahçe'nin taraftarı

Analysis: Bu kısa tweet, Fenerbahçe taraftarının takımı için büyük bir sevgi ve bağlılık göstermektedir. Anahtar kelimeler ve retorik araçlar arasında ""Kimse yoksa Fenerbahçe var"" ifadesi ve ""kasmayın"" çağrısı bulunmaktadır. Yazarın duruşu, Fenerbahçe taraftarı olarak Fenerbahçe'ye olan bağlılığını ve diğerlerin bunu anlama ve saygı gösterme çağrısıdır. Tweet, Fenerbahçe'nin taraftarının takıma olan sevgisini ve desteğini dile getirirken, aynı zamanda diğerlerin buna saygı göstermesini ve Fenerbahçe'yi kasmamasını talep etmektedir.://
://
://
://
://
://
://
://
://"
-1,Tüketiciler Birliği'nden taksit sınırına tepki,"Tweet: ""Tüketiciler Birliği'nin taksit sınırı belirlemesi doğru değil! Bu, tüketici lehine bir düzenleme değil, tüketici aleyhine. Tüketici neşteri ne kadar düşük olursa, o kadar çok taksitli kredi kullanabilir. Bu, borcunu ödemekte zorlananların sayısını artırır. Tüketici neşterine müdahale etmemeliyiz.""

Tweet: ""Tüketici neşteri düşsün, taksitli kredi kullanımı artar. Tüketici neşteri düşük, borcunu ödemekte zorlananların sayısı artar. Tüketici neşterine müdahale etmemeliyiz.""

Tweet: ""Tüketici neşteri düşük, taksitli kredi kullanımı artar. Borcunu ödemekte zorlananların sayısı artar. Tüketici neşter"
-1,@eacarer Silivri soğuktur haberin olsun şurdan bir OHHH çekip sayın Süleyman soyluyu analım @suleymansoylu,"https://twitter.com/hashtag/BBCHaber?src=hash
#BBCHaber #SüleymanSoylu #İçişleriBakanı #Sözde #FETÖ #Yargı #Haberler #Haber
@BBCHaber
Sayın İçişleri Bakanı Süleyman Soylu FETÖ'cülerin sözde yargı ve polis teşkilatındaki etkisini anlattı. İşte o konuşma... #BBCHaber

Adım 1: Anahtar kelimeler ve retorik araçlar
Anahtar kelimeler: Silivri, soğuktur, Süleyman Soylu, FETÖ, yargı, polis, etkisi
Retorik araçlar: İfadeyi güçlendiren kelimeler (soğuktur, etkisi)

Adım 2: Duygular ve yazarın duruşu
Yazarın, Silivri'nin olumsuz"
1,Varlığım Fenerbahçe varlığına armağan olsun. 19 ![⚽](https://abs-0.twimg.com/emoji/v2/svg/26bd.svg) 7 ![💛](https://abs-0.twimg.com/emoji/v2/svg/1f49b.svg) ![💙](https://abs-0.twimg.com/emoji/v2/svg/1f499.svg) @Fenerbahce,"<tweet>Çok başarılı bir maçtı, bu kadar kalitesiz ve haksız penaltı yok mu? @Fenerbahce 2-0 yendi. @Besiktas #Futbol #SuperLig</tweet>

Analysis: Anahtar kelimeler: Fenerbahçe, maç, başarılı, kalitesiz, haksız penaltı, 2-0, Beşiktaş, Futbol, SuperLig. 
Yazarın ima ettiği duygular: Yazar, Fenerbahçe'nin başarılı bir maç oynadığını düşünüyor, ancak kalitesiz ve haksız penaltılardan şikayetçi. Maçın sonuçlarına göre, Fenerbahçe 2-0 yenildi. 
Retorik araçlar: Yazar, Fenerbahçe'nin başarısının rağmen penaltı sorunlarıyla ilgili olarak haksızlık iddialarında bulunuyor. Ayrıca, Futbol ve SuperLig"
-1,Çocuklarda ölüme bile neden olan ishale dikkat,"#Sağlık
#Ishal

Işıl, 3 yaşındaki çocuğa zarar veren beslenme hataları
#Sağlık
#Beslenme

Işıl, çocukların beslenme ve sağlık sorunları konusunda önemli bilgilere sahiptir.
#Sağlık
#Beslenme

Işıl, çocukların beslenme ve sağlık sorunlarını ele alıyor
#Sağlık
#Beslenme

Işıl, çocukların beslenme ve sağlık sorunları konusunda önemli bilgilere sahiptir. #Sağlık #Beslenme

Analysis: Bu kısa pasajda, Işıl isimli bir kişinin çocukların beslenme ve sağlık sorunları konusunda önemli bilgiler sahibi olduğu ve bu konuları ele aldığı belirtilmektedir. Pasajda retorik araçlar olarak tekrarlayan ve vurgulama amaçlı kullanılan kelimeler ve hashtagler (ör. #Sağlık #Beslenme)"
