Target,Stance,Text
Russia,-1,"BATI-Rusya karşılaştırması yaparken “ikisi de aynı” diyen aklı başında insanlar aslında bu cümleyi ‘embesil savar’ olarak kullanıyorlar. Piyasada Rusya’dan beslenenlerin azdırdığı akılsız ve saldırgan sayısı o kadar çok ki, yoksa Putin rejimi elbetteki hukuksuz mafyatik bir rejim"
Russia,-1,Eğer Rusya durdurulmazsa  3. Dünya Savaşı başlamış demektir. #Ukrayna
Russia,1,Eğer doğruysa Rusya en az 500 can alır!
Russia,-1,"@tv100 'de  güya gazeteci, Ukrayna krizi için Osur Osur ipe diz yorumları yapıyor,@Haberturk' de Barış Doster'de Rusya güzellemesi ve yüceltmesi yapıyor, ne kafa arkadaş bitmedi bu Avrasyacı kafa 🗣️🗣️🗣️"
Russia,-1,Rusya’nın ilerici kesimi kim ya :)  Hiç anlamıyorsunuz bu işlerden..
Russia,1,"Putin; Rusya'nın devlet başkanı değil, yeni Rus çarı..."
Russia,-1,"Rusya gibi bir ülkenin “Saldırmayacağız” saçmalıklarına birebir güvenen sözde yorumculara, siyasetçilere ve vatandaşlara selam olsun. Müthiş gördüler geleceği. Şu an şehirler ve siviller bombalanıyor. Belki onlara göre batı atıyordur bu bombaları, ne dersiniz…"
Russia,1,Çin'den Rusya açıklaması:  Rusya’nın hamlesi işgal değil
Russia,-1,"45. ABD Başkanı Trump, Rusya'nın askeri operasyonunu, olmaması gereken ""dünya için çok üzücü bir olay"" olarak nitelendirdi."
Ukraine,-1,"Sosyal medya gazıyla yetersiz komedyeni baskan yaparsan(ukrayna)...ülkeni kaybedersin!!!batının gazıyla aktorsen baskan yaptılar,ukrayna elden gitmis hala""rusya bize guvenlik garantisi versin""diyor:)...sosyal medya baskanindan da sonuc bu olur!"
Russia,-1,Amerika İngiltere'den kötüdür; İngiltere Amerika'dan kötüdür;  Rusya her ikisinden kötüdür.Hepsi birbirinden kötüdür.#RussiaUkraineConflic #Rusya
Russia,-1,"Bir video izledim. Putin, bir çocuğa Rusya'nın sınırlarını soruyor. Çocuk söylemeye çalışıyor. Ama Putin sözünü kesip herkesin duyacağı biçimde kulağına eğilip şöyle diyor: RUSYA'NIN SINIRLARI YOKTUR! Ne kadar demokrat, ne kadar barışçıl, ne kadar anti emperyalist maşallah :)"
Russia,-1,"Türkiye’nin “Rusya”’yı korkarak kınamasıda tam bir açmazlıktır! Ekonomik Bağımlılıktan,ABD Emperyalizme bağımlıktan kaynaklıdır! Oysa,aynı Türkiye ABD/Rus Emperyalizm onaylı Suriye topraklarının işgalinde çelişkiyi de görmemek ayrı bir absürtlük! Afrin,Cerablus kimin işgalinde?"
Russia,-1,Rusya Avrupayı işgal ederken   Avrupanın muhteşem tepkisi
Ukraine,-1,Acaba NATO Ukrayna'nın bölünmesi konusunda Rusya ile çoktan anlaştı mı sorusu da akla gelmiyor değil. Doğu ve Güney Ukrayna Rusya'ya bağlanmasini çoktan kabul ettiler mi acaba? Bu şeklide Karadeniz bir Rus Denizi haline gelince Türkiye'de NATO'ya iyice bağlanmak zorunda kalır.
Russia,1,"Zafer yakındır, #Kiev 2 gün içinde düşecektir. #Rusya bayrakları #Kiev de dalgalanacak, #Ukrayna yeni yönetimiyle #Rusya'nın özerk bölgesi olacak!"
Russia,-1,Rusya'da azımsanmayacak kadar insan bu savaşı istemiyor. Onlara rağmen Putin bildiğini okuyor. Kendi Sonunu hazırlıyor olabilir
Russia,1,"İşin ilginci şu: Rusya’nın şu an yaptıklarını,her daim yapan “diğerlerinin” Rusya’yı suçlaması🤷🏻‍♂️"
Russia,1,Büyük ihtimalle Ruslar sivil kayıpları önlemek ve Dünya kamuoyu önünde rezil olmamak için CNN'e haber sızdırmış. Sokaklarda sivil kalmayınca bombala gitsin.  Ukrayna yönetimi de sokağa çıkma yasağı uyguladı. Sebep Rus sabotajcıların başkent Kiev'e girmeleriymiş.
Russia,-1,"Putin'in #Ukrayna'ya yönelik bu sebepsiz saldırıyı başlatarak kan dökme ve yıkım yolunu seçmesini şiddetle kınıyor, orada bulunan halkımıza ve bütün masum insanlara Allah yardım etsin inşallah  Allah'ın gazabına uğrarsın inşallah putin..."
Russia,-1,Üç kuruşluk tatım vardı onu da Rusya daha doğrusu Putin aldı. Allah cümle mazlumu korusun. #StopRussianAggression
Russia,1,Zelenski'nin daha fazla direnmesi katliam'ı çağırmaktır. Rusya karşısında başarı sağlaması imkandızdır.. Uykrayna'nın Rusya ile baş edebilecek bir askeri gücü yoktur.  Avrupa'nın sana verebileceğiz bir şeyi yoktur. #UkraineRussia  #Zelenski
Russia,-1,"Putin amacına ulaşana kadar kimseyi dinlemez görüşmek, amacına ulaşınca çekilir geriye, yaptırım şu bu umurunda olmaz.  Bir süre sonra hicbirsey olmamış gibi abd ve AB Rusya ile ilişkileri düzeltir.  Olan ukraynaya olur.  Güç dedikleri olay bu"
Russia,1,"Geçmiş olsun, sabaha teslim olur Ukrayna."
Russia,1,Rusya Bu Hamlesi Bütün eski Sovyet Ülkelerini  Hükmü Altına Almaktı ve Aldı Daha da Kendine Bağlayacak ..
Russia,-1,"Bayraktar SİHA’ları aktif olarak Ukrayna tarafından kullanılır,Türkiye Boğazlar’ı Rusya’ya kapatır ve Eskişehirden Ukrayna’ya uçaklar kalkmaya devam ederse savaşın tam göbeğine düşeriz. Rusya, Ukrayna sonrası hedefi olan Azerbaycan’a Türkiye’yi de ekler."
Ukraine,1,"#AGİT Dönem Başkanı ve #Polonya Dışişleri Bakanı @RauZbigniew ve #AGİT Genel Sekreteri @HelgaSchmid_SG, Başkan #Putin'in #Ukrayna'da askeri operasyon başlatmasını kınadı."
Ukraine,1,"Nakit her zaman kraldır. Bunlar daha başlangıç olur, umarım Rusya uzun ve yıpratıcı bir acıyla sınanır. Ukrayna halkı ve ordusu dayanmalı. Kilit nokta bu."
Russia,-1,Rusya senin de Allah belanı versin
Ukraine,-1,Rusya’nın Ukrayna’ya saldıracağı bu kadar belliyken Ukranya’nın buna karşı koyamamasının tek sebebi dışardan beklediği yardım olabilir mi? #UkraineRussiaCrisis
Russia,-1,Bu ülkenin aklı başında insanlara ihtiyacı var. Takipleştiğim insanlar da dahil durumun vehametini anlayan pek kimse yok. Hayatında sanayide çalışmamış insanlar enerji konusunda fikir verip Rusya güzelliyor.
Russia,-1,Hiç birisi etnik rus değil. Rusya ikinci dünya savaşında olduğu gibi yine diğer etnikleri önden yem olarak kullanıyor.  🇺🇦❤️🇦🇿 🙏🙏🙏 #Ukraine
Ukraine,1,#Rusya'nın işgaline uğrayan #Ukrayna'nın başkenti #Kiev'de belediye başkanı sokağa çıkma yasağı ilan etti.
Ukraine,1,#Ukraina  maalesef Batılıların oyununa geldi. Batı Ukrayna ya sırtını döndü .Olan yine Vatandaşlarına olacak çok yazık.
Russia,-1,NATO 450 savaşa uçağıyla Rusya’yı vuracak kesin bilgi Doğu kanadı aktif edildi 3 dünya savaşı başlıyor Rusya yı durdurmak şart
Ukraine,1,"KAHPE PUTIN  Rusya, Budapeşte Memorandumu ile 1994'de Ukrayna'nın nükleer silahları elinden çıkarması karşılığında Ukrayna'nın toprak bütünlüğüne saygı duyacağını ve asla saldırmayacağının taahhüdünü imzası ile vermişti."
Ukraine,1,Putin’in boş hayalleri yüzüne milyonlarca insanın hayalleri yıkıldı. Zor olsa da umarım daha fazla can kaybı yaşanmadan savaş biter ve Ukrayna topraklarını işgalcilerden geri kazanır.  🇺🇦#Ukrainian
Russia,1,Komedyenin devlet başkanı seçildiği bir ülkeden fazla birşey beklemeyin derim.  #zkusağı  #Ukrayna #Zelensky
Ukraine,-1,"Sen kilometrelerce uzaktan gelip Rusya ya sınır komşusu, ortadoğuya jandarma olmak istersen,  Rusya da kalkar AB ülkeleri sınırını genişletir."
Ukraine,-1,"Ukrayna Güçlendirilmiş Parlementer sisteme geçiş yapsaydı, Başkanlıkla Yönetilen Rusya'nın saldırısına uğramazdı değil mi?. Donetsk ve Luhansk daki ayrılıkçılara ""Niye bize saldırsınlar"" deseydi Rusya sakdırmazdı değil mi?"
Russia,1,"Orhan Sarıbal: Rusya ve Ukrayna arasındaki gerilimden en fazla etkilenecek ülke Türkiye. Rusya, en fazla tarımsal ürün ithal ettiğimiz ülke."
Russia,-1,Deli deliyi görünce çomağını saklarmış A.B.D de Başkan Trump olsaydı Rusya Ukrayna ya giremezdi bence gel de delileri sevme.
Ukraine,1,#Rusya’nın #Ukranya’ya savaş açması çok gereksiz.. Amaç ben büyüğüm sen küçüksün abiye karşı gelme...
Russia,-1,Rus severler bakın Rusya ekonomik olarak gittikçe çökecek.Nasıl memnunmusunuz cağımızın Deli Petro'su Putin'den? @Dogu_Perincek @MaliGuller
Ukraine,1,"Yıllar önce ABD Irak’a girmişti. Reha Muhtar, Ali Kırca falan bildiriyordu.  ABD’ ye senin burada ne işin var diye soramayanlar, bugün Putin’ e “hepimiz kardeşiz” ayağı çekiyor. Putin yemez ama , Ukrayna’ nı masumlarını ateşe attınız !!!"
Russia,-1,"Rusya'nın internet sansürü, resmi Rus kaynakları dışında herhangi bir şeye atıfta bulunarak Ukrayna'daki savaş hakkında haber yapan medyayı engellemek ve cezalandırmakla tehdit ediyor.   Onlara göre yalnızca resmi Rus kaynakları doğru ve güncel bilgilere sahipmiş."
Russia,-1,Diktatörlerin yönettiği #Rusya ve #Çin  Dünya barışına en büyük tehlikedir. #Türk halkı Rusya’ya asla güvenmeyin.
Ukraine,-1,"Rusya'nın planı büyük ihtimalle full-scale bir işgal değil, stratejik noktaları ele geçirip, Ukrayna'nın askeri kapasitesini yok edip barışa zorlamak, 2-3 güne kadar da bu sonuca ulaşmayı hedefliyorlar. Kiev'i işgal savaşı uzatır."
Russia,-1,"Ulan, Rusya Ukrayna'yı vuruyor dolar artıyor. Dolar artınca akaryakıt fiyatları artıyor, tüketim malzemeleri zamlanıyor, garanti geçişler için ödenecek ödemeler artıyor, kur korumalı mevduatlara garanti edilen farklar artıyor. Halk hep kaybediyor hep.😡😤 #Kyiv  #Kharkiv #Rusya"
Russia,-1,İngiltere Dışişleri Bakan Yardımcısı:  -Rusya'ya karşı bugüne kadar görülen en büyük ve en ağır yaptırım paketini uygulayacağız -Yaptırım paketleri dalga dalga açıklanacak -Yaptırımlarımız Rus ekonomisi üzerinde gerçek bir baskı yaratacak
Russia,-1,Arkadaşlar belki bilmiyor olabilirsiniz ama tek başına İngiltere'nin gayri safi milli hasılası Rusya'nın iki katı.  Brezilya'nın ekonomik büyüklüğü Rusya ile neredeyse eşit.
Russia,-1,"Rusya, uzun soluklu olarak bu saldırıları devam ettiremeyecektir. İşgal gibi gözükse de asıl amaç rejimi değiştirmek. Ama hiçbir sebep; masum insanların ölümlerini haklı çıkaramaz. En kısa sürede barışın sağlanması dileğiyle… #SavasaHayır"
Russia,-1,"Aslında Putin, ABD-Almanya-Fransa gibi devlerin oldugu 30 ülkelik NATO ile alay ediyor!!! Şimdi savaşa hayır deme zamanı değil, tam tersine Rusya'yı bitirme zamanı!!!   #BizimSavasımızDegil diyenler yarın sıra size de gelir!!"
Ukraine,-1,Katil İsrail gece yarısı  Şam a füze saldırısı düzenledi hiç biriniz  ses çıkarmadı  ama  Rusya Ukrayna yı (kendi toprağına)operasyon başlattı diye yaygara  çıkartıyorsunuz  hepiniz emperyalizm in uşaklarısınız  #Ukraina
Russia,-1,"#Rusya Zengin gibi görünen fakir, Güçlü gibi görünen zavallı, Barışçıl gibi görünen katil, Ve kafası hala 200 yıl geride kalmış bir ülke... #SavasaHayır 🇺🇦"
Russia,-1,"Dünyada tek barış güçlüler arasında. Birbirlerinin zulmüne engel olmuyorlar. Rus işgaline Türkiye’nin sesi daha güçlü çıkmalıdır. Rusya, yeni bir yayılma hevesine kapılmış görünüyor. #SavasaHayır"
Ukraine,1,"SAVAŞ BAŞLADI Kharkiv , Kiev ve bir çok şehirde şiddetli patlamalar yaşanmakta. Avrupa ve ABD Ukrayna'yı Ortada Bıraktı. Rusya ve Putin Canı ne isterse Onu Yapmakta. Nato Acil Devreye Girmeli."
Russia,-1,Dijitalleşen ve sınırların kalktığı günümüzde ilkel tavırla #Ukrayna’ya saldıran #Rusya ve otokrat lideri #Putin dünya barışına tehdittir…
Russia,-1,"Aliyev, “Rusya çok güçlü, yaptırımlarla onları yenemezsiniz.” Beyefendi Ukrayna’dan sonra sıranın kendisine geleceğini ıskalıyor sanırım."
Russia,1,"Rusya'dan tanıdıklarımız ""Sokakta kimse tek kelime konuşmuyor, herkesin yüzü bembeyaz"" diyor. Ayrıca bizim şehir Voronezh'in (Ukrayna sınırına çok yakın) hava sahası kapatılmış, hiçbir banka çalışmıyormuş."
Ukraine,-1,"ABD’nin NATO eliyle Karadeniz’e konuşlanmasına izin verilmemeli, ABD’nin savaş oyunlarının parçası olunmaması için NATO’dan çıkılmalı, Ukrayna’daki faşist iktidar ile yapılan silah ticaretine son verilmeli, ABD ile yapılan açık ve gizli askeri anlaşmalar feshedilmelidir."
Ukraine,1,"Rusya’nın işgal kararından bu yana 15 saat geçti, dünya üzerinde tek mantıklı, gerçekçi ve caydırıcı açıklamayı Boris Johnson yaptı  AB, NATO ve ABD Ukrayna’yı kaderiyle baş başa bıraktı."
Russia,1,Rusya'ya kiziyozda oda diyorki benim her koldan NATO vb şekilde cevirdiniz üstlerlle füze rampalarıyla vs bir sebebide bu oradaki saldırının
Russia,-1,Bazı Sosyalist arkadaşlar hâlâ açıktan Rusya eleştirememesini hayretle izliyorum. İki emperyalist güç arasında kalmış halklar zart zurt diyolar. Olan Ukrayna halkına oldu diyolar ama bir türlü Rusya'ya laf edemiyolar. Vallahi ağzım açık kaldı bu politik tavriniza!
Ukraine,1,Erkan Baş isimli moskof sevdalısını allayarak pullayarak halkın önüne çıkardılar. Ama katil Rusya'ya destek verdiği anda kar görmüş buz gibi kaybolup gitti.   Ukrayna halkı masumdur. Vatanlarını korumak için her türlü meşru müdafaa hakkına sahiptir.
Russia,1,Rusya şu an ne yapıyor Amerika'nın yıllardır ortadoğuda yaptıklarının sadece yüzde birini yapıyor ama Amerika'ya sorarsan Rusya işgalci ve katil YERSEN
Ukraine,-1,"Zelensky eğer öldürülmez ise, kesin yakalanıp hapse atılacak  Ya da Polonya’ya kaçacak.   #RusyaUkrayna #Rusya #RusyaUkraynaKrizi #RusyaUkraynaSavaşı"
Russia,-1,"Perşembenin gelişi çarşambadan belliydi...rusya devlet başkanı putin, minsk barış anlaşması artık yok...dedi...ve dört madde sıraladı... 1...Kırım ve sivastopol rus toprağı olarak tanınacak 2...ukrayna Natoya katılmayacak... 3...dombas bölgesi bağımsızlığı kabul edilecek......"
Russia,1,"Perinçek, Türk jeostratejisinin Rusya olmazsa olamayacağını anlatıyor tane tane. Emperyalist batının emellerini ifşa ediyor. Keşke 80 öncesinde de Çin’in aklına uyup olmayan bir sosyal emperyalizm masalı ile bölmeyeydi Türk solunu, iyiydi.."
Ukraine,-1,Rusya ikinci füze saldırısı başlattı.
Russia,1,"Ukrayna Qatar’a kadar dustugune gore, demek o atip tutuo gaz veren muteffikleri sirt cevirdiler. Qatar ne yapacak amk koskoca avrupa nato ingiltere ve abd bsey yapamiyorken. Ah be Ukrayna, resmen milletin oyuncagi oldun. #Ukraina #rusya #SavasaHayır"
Russia,1,"Tankla, tüfekle, savaş uçaklarıyla mı ?  meali: rusya’nın tam destekçisiyiz, işgali destekliyoruz."
Russia,1,"Putin jeopolitik bir gerçeklik yaratıyor.  Biden mütekabil/caydırıcı bir gerçeklikten çok uzak, ekonomik bir gerçeklik yaratacağını iddia ediyor.  Yaratsa bile, Putin’in neden olduğu Ukrayna gerçeğini tersine çevirebilir mi?  Ve asıl soru? Bunu bilmemesi mümkün mü?"
Ukraine,1,#Kyiv saçma sapan sebepler yüzünden çıkacak olan bir savaş daha. rusya ukrayna’nın bağımsız bir devlet olduğunu kabul edemiyor. ukrayna ayrı bir devlet olsun ama benim sözümden dışarı çıkmasın istiyor. belarus zaten rusya’ya teslim olmuş. kendi topraklarından ukrayna’ya rus .
Russia,-1,Odessa Limanını abluka altına alan Rus işgalcileri Odessa'dan ayrılıp Romanya'ya doğru giden Türk ticaret gemisini vurmuştur.  NATO artık bunu öylece seyretmemeli ve gerekli adımları atmalıdır. Rusya'nın son tavırları oldukça agresif ve Avrupa güvenliğini tehdit eder düzeydedir.
Russia,1,Bizde rusya gibi mi yapalım😂
Russia,1,"Kremlin'den operasyonlarla ilgili ilk açıklama geldi. ""Rusya'nın demir perdenin arkasına kapatmanız imkansız. Operasyonların ne kadar süreceğine Putin karar verecek,"" ifadeleri kullanıldı."
Russia,1,Rusya ile Çin dünyaya virüsü yaydı dünya virüs ile uğraşırken savaş hazırlıkları yaptılar dünyada hiç bir ülkenin ekonomisi savaşı kaldıramaz Rusya Ukrayna yi Çin Tayvan topraklarına katmıştır geçmiş olsun
Russia,1,"Putin: Ülkemize gelince, SSCB'nin çöküşünden sonra, yeni modern Rusya eşi görülmemiş şekilde tamamen açıkken, ABD ve diğer Batılı ortaklarla dürüstçe çalışmaya hazırken ve neredeyse tek taraflı silahsızlanma koşullarında, bizi hemen sıkıştırmaya, tamamen yok etmeye çalıştılar."
Russia,-1,"İşte bunun için Rusya ve Ruslar değil, Tiran Putin rejimi! #StandWithUkraine"
Ukraine,1,"📌Ukrayna, Rusya'nın saldırılarında ölü sayısının 7'ye yükseldiğini, 9 kişinin ise yaralandığını duyurdu."
Russia,-1,Rusya’ya sağlam bir ambargo uygulanmalı ama AB göbekten bağlı
Ukraine,-1,Rusya: Nakliye uçağımız düştü. Tüm personelimizin hayatını kaybetti
Ukraine,1,Ukrayna için yasini şerif dağıtıyoruz almak isteyen yurttaşlarımız isim ve adet yazdırabilirler
Russia,1,Rusya'nın pek umrunda değil seneye yine gaz alacaklar.
Ukraine,1,"#Ukrayna  Batı'nın sahte birlikteliğini tüm dünyanın yanında bilhassa türk coğrafyasının görmesini temenni ederim.  Ukrayna'nın yerleşim yerlerini hedef alan, çocuk, yaşlı demeden saldıran Rusya'ya karşı verdiği kurtuluş mücadelesini destekliyoruz."
Ukraine,1,◾️Zelensky: Bugün 27 Avrupa ülkesi ​​liderine Ukrayna'nın NATO'ya katılıp katılmayacağını sordum. Herkes korkuyor. Cevap vermiyorlar. Ama biz hiçbir şeyden korkmuyoruz. Rusya'dan korkmuyoruz.
Ukraine,1,Yine geldik aynı noktaya...#Ukrayna  #StopWar
Russia,1,BATI HER ZAMAN İKİ YÜZLÜ OLMUŞTUR. NE YAZIK Kİ BUNU UKRAYNA YÖNETİMİ ANLAMAK İSTEMEDİ...!!! AYNISI BİZİM İÇİNDE GEÇERLİ DOST MÜTTEFİK DİYE BİR ŞEY YOKTUR. TÜRKÜN TÜRKTEN BAŞKA DOSTU YOKTUR UYANIK OLMAMIZ LAZIM. ETRAFI ÇEVRİLEN RUSYA DİYORLRDI ESAS ETRAFI ÇEVRİLEN BU SAVAŞLA BİZİZ
Russia,-1,Rusya yumruk sallasa rüzgarı bize Zarar.dolar 14:22 oldu
Ukraine,1,"O ağlayan , korkan çocukların gözyaşlarında boğulun… #Putin #RussiaUcraina #Russia #RussiaInvadedUkraine #Moscow #Kyiv #Ukrayna"
Russia,1,Bizim ğlkemizde hiç göremediğimiz asla göremeyeceğimiz bir durum yaşanıyor şu an Rusya'da en sağdan en sola tüm Partiler Putin'in yanında kenetlendi; Rusya'daki Çeçenerden Tatarlara kadar tüm halk Rusya'nın askeri harekatını destekliyor. Müthiş bir kenetlenme!
Russia,-1,💥NATO: TÜM ÇAĞRILARA RAĞMEN RUSYA BUNU DİNLEMEDİ
Ukraine,-1,Google eartın resimlerini örterek yayınladığı buzullarda ne olduğunun gizemini gizli servisler dışında kimse bilemedi.  Rusya iste orada yaşayanlar ile irtibatlı.   Rusya onlar için en uyumlu komşu
Russia,1,"AZARBAYCAN RUSYA İLE MÜTTEFİKLİK ANLAŞMASI YAPTI..!!! TÜRKİYE'DE AZARBAYCAN İLE STRATEJİK  MÜTTEFİK,, BİR BİRİNDEN HABERSİZ DEĞİLLERDİR DEĞİL Mİ..!!  FAKAT ; AZARBAYCAN VE TÜRKİYE BU DURUM DA BAĞIMSIZ OLUYORLAR.HER İKİ TARAF İÇİN..???"
Ukraine,-1,"Yahu televizyon şovmeninin yönettiği ülkeden ne olacak ki, Rusya haftasında bir tarafından girer diğer tarafından çıkar!"
