Target,Stance,Text
Russia,-1,Rusya ekonomik ticari ambargoya tabi tutulsun Tüm ekonomik ticari Hava kara demir deniz yolları kapatılsın. Uluslar arası bankacılığa kapatılsın Dışarıdaki tüm varlıklarına el konulsun.
Russia,-1,Putin güvenilmez ve sözünü tutmayan bir lider. Rusya'da bozulan ekonomi ve yükselen enflasyon onu savaşa itti. Benzeri tarihte bütün diktatörlerde olmuştu.
Russia,-1,"PUTİN: ""RUSYA'NIN PLANLARI TÜM UKRAYNA'NIN İŞGALİNİ KAPSAMIYOR.""  PUTİN: UKRAYNALI ASKERLER DERHAL SİLAHLARINI BIRAKIP EVİNE DÖNMELİ.  PUTİN: “DIŞ GÜÇLERE BİR MESAJIM VAR: KİM Kİ RUSYA’YI TEHDİT ETMEYE ÇALIŞIR, CEVABINI DERHAL ALIR”  RUSYA’NIN UKRAYNA’YI İŞGALİ RESMEN BAŞLADI."
Russia,-1,"Rusya, Avrupa, İsrail, ABD ve Çin hepsi de bizim ebedi düşmanımızdır."
Russia,-1,"Rusya, Ukrayna'nın askeri tesislerini hedef alan füze atışlarının yerel saatle 05.00'te başladığını duyurdu.  BMGK Antonio Guterres, Putin'e çağrı yaptı, ""İnsanlık adına askerlerinizi geri çekin"" dedi."
Russia,-1,"Putin: ""Rusya, Ukrayna'yı nazilerden arındıracak ve silahsızlandıracak. Sivillere karşı suç işleyenleri adalete teslim etmeye çalışacak.""  Donetsk bölgesinde bulunan Kramatorsk şehrinde peş peşe büyük patlama sesleri rapor ediliyor."
Russia,-1,"Zulüm ve Zalimlik bakımından, Rusya ile Amerika arasın da hiç bir fark yoktur...  İkisi de İnsanlığın Düşmanıdır...  #Ukraina"
Russia,-1,Rusya Allah belanı verir inşaallah.  #Rusya @KremlinRussia @KremlinRussia_E
Russia,-1,Umarım haklı taraf Ukrayna’nın yanında oluruz. Rusya’nın kafasına göre at koşturamayacağını söylememiz lazım. Her yere zıplıyor Rusya. “hayırdır birader” çekemek lazım o yüzden Türkiye-Rusya müttefikliği hayırlı olsun şimdiden bu hükümetin daha doğru karar aldığını görmedik
Russia,-1,"BM Güvenlik Konseyi üyesi bir devlet, başka bir devlete saldırdığında ne yapılacağı çok açık. Derhal BM Genel Kurulu olağanüstü toplantıya çağrılır ve Güvenlik Konseyi’nin yetkilerini Genel Kurul üstlenir.  Rusya’ya karşı bu girişimi başlatabilecek bir babayiğit çıkarsa elbet!"
Russia,-1,Umarım masum kanı dökülmez… Ebedi düşmanımız Rusya’da istediğini elde edemez dünya dur der. Yoksa Rusların toprak arzusu bitmez…
Russia,-1,ABD Rusya'yı vurmak isterse nereyi kullacak süper zeka reyizi o zaman göreceğiz. Putinden farkı yok.
Russia,-1,aq senin rusya gibi
Russia,-1,"Kızıl Rusya Ukrayna'yı dünyanın gözü önünde işgal ediyor dün "" biz tüm ülkelerin toprak bütünlüğüne ve egemenliğine saygılıyız"", ""mazlumun yanındayız "" diyenler nerede saklanıyorlar."
Russia,-1,"GÜNAYDIN ☕☀️ Ne ABD, Ne Rusya Yaşasın TAM BAĞIMSIZ TÜRKİYE!"
Russia,-1,Bu durum Rusya'nın ulaştığı askeri gücün ve de dünya için nasıl bir tehdit oluşturduğunun ayrı bir kanıtı. Ayrıca bu operasyona katılan askeri gücün sadece %5 i resmi rus askerleri olduğu iddiaa ediliyor.
Russia,-1,"#ABD Başkanı Joe Biden, #Rusya'nın #Ukrayna'ya askeri operasyon başlatması hakkında ""Bu saldırının getireceği ölüm ve yıkımın tek sorumlusu Rusya'dır. ABD ve müttefikleri birlik ve kararlılıkla karşılık verecektir."" açıklamasında bulundu."
Russia,-1,Bu siber savaşa ne oldu kimse Rusya’ya siber saldırı da mı düzenleyemiyor nasıl bir iş bu? #Ukraine #Kiev
Russia,-1,Rusya acilen durdurulmalı ileride dünyanın başına bela olacak.
Russia,-1,"ABD Başkanı Joe Biden, bugün öğle saatlerinde Rusya'nın Ukrayna'ya düzenlediği askeri operasyonun ardından, ABD ve müttefiklerinin Rusya'ya uygulayacağı yeni yaptırımları duyuracak."
Russia,-1,Ulan Rusya yapacağın işi ****
Russia,-1,Yine güçlünün güçsüzü ezdiği zulmettiği yeni bir güne uyandık. Türkiye birçok askeri anlaşmalar yapmıştı. Bir tek ben mi düşünüyorum ABD le Rusya nın anlaşıp asıl hedefin Türkiye olduğunu.
Russia,-1,#RusyaUkraynaSavası rusya destekli isyancılar ukrayna kontrolündeki bölgelere saldırmaya başladı.. Moskova borsasında işlemler askıya alındı..
Russia,-1,Bir tane majör ülke desteklemediği halde; Rusya’nın bunları yapabilmesi korkutucu ve inanılmaz… İnanılmaz…  Allah sivil halkın yardımcısı olsun.
Russia,-1,"Putin şu an zafer elde ediyor gibi görünse de sonunda nefret edilen, katil, eli kanlı bir diktatör olarak koltugunu kaybedecek.  Ama şurası da bir gerçek... Rusya'nın Ukraynay'ı işgali ABnin asıl aktörlerinin çok da umrunda değil.. Rusya Vistula nehrine gelene kadar sabrederler."
Russia,-1,"Rusya Devlet Başkanı V. Putin gibilerinin ortaya çıkmasına, var olmasına, var kalmasına ve bugün yaşanan gibi saldırılara yaptıkları, ve evet vaktinde yapmadıkları ile sebep olanlar, tarih önünde V.Putin'nin suç ortaklarıdırlar.  S.Hangtington denen suçlu kına yaksın mezarında..."
Russia,-1,Rusya'nın yüzyıllardır amacı hep daha fazlasi değil mi zaten.Dünyanın en büyük kara parçasına sahip hala doymuyor.#Ukrayna'dan sonra ne var yine sıcak denizlere inme tekerrürü mü.Dünya izliyor dogalgaz kesilirse tüm yaşam değişecek.İnsan hayatı değil menfaatleri önemli görülüyor
Russia,-1,Rusya Ukraynanın vacib və böyük şəhərlərini bombalamağa başlayıb. 😟 #StandWithUkraine
Russia,-1,"Rusya saldırısı kabul edilebilir ya da edilemez, ukrayna nato paravanı arkasında abd ile flört etmenin bedelini ödüyor. Rusya kuşatılmış bir rusya istemiyor"
Russia,-1,Rusya yanlısı ayrılıkçılar: Temas hatlarındaki Ukrayna ordusu mevzilerini Grad füzeleriyle bombaladıklarını duyurdu.
Russia,-1,Rusya tadını kaçırdı. Avrupa ve Abd nin tepkisine göre 3. Dünya savaşına şahit olabiliriz.
Russia,-1,#Ukraina Savaş herkesle barış sacede onurlu insanlarla yapılır. Rusya sözlerini yazdığı mürekkeb kuruyana kadar bile tutmaz.
Russia,-1,"Asıl tehlike şimdi başlıyor. TÜRK Devletleri dikkatli olmalı. Sovyetlerde kaybettiği toprakları geri almak isteyen bir Rusya var. İlk sırada kuzey kısmı bizim dediği Kazakistan. Sonra Azerbaycan, Özbekistan, Kırgızistan, Türkmenistan. @Turkic_States @TURK_PA @turksoyorg"
Russia,-1,"45. ABD Başkanı Trump, Rusya'nın askeri operasyonunu, olmaması gereken ""dünya için çok üzücü bir olay"" olarak nitelendirdi."
