tweetId,target,stance,rawContent
1496586255496368130,Russia,Against,"Rusya ukrayna'yı NATO dan ötürü mü kuşattı yani, Yada Rusya'nın Suriye'de ne işi var?  Tamam NATO sütten çıkmış ak kaşık değil ama Rusya, Çin...v.b. ülkelerin baskılarını da frenleyen bir güç..."
1496587533760831489,Russia,Against,Rus gazını almasın Türkiye artık yeter . 3 beş solcu kıyılarda para kazanacak turist gelecek diye Rusya yapılan yumuşak siyasete artık son verin .
1496587751373910019,Russia,Against,Rusya'nın askeri bankasına tam bloke edici yaptırımlar uyguluyoruz diyor Joe Biden
1496587889517420547,Russia,Against,Rusya en iyi ceza olarak yandasi çin ile birlikte  somurdugu muhtar devletleri tanimak olacak mesAla cecenistan mesala turkistan
1496589652144398336,Russia,Against,"Ben, ben cidden anlamıyorum. Siz gerçekten düşünerek mi yazıyorsunuz? Adam SSCB toprakları deyip girdi Ukrayna'ya farkında mısınız? Ne bu Rusya, Çin aşkı?"
1496629081017925634,Russia,Against,Ukrayna üzerine hiçbir şey bilmek zorunda değiliz veya bir taraf seçilecekse bu Rusya ya da NATO olmak zorunda da değil. Açıkça biliyoruz ki savaşın kaybedeni halklardır. Ağlayarak gönderilenlerdir. Kazananı belli bu savaşa hayır! #SavasaHayır #StopTheWar #UkraineRussiaCrisis
1496635943876444164,Russia,Against,"Bu gerizekalı solcular niye hala Rusya'yı savunuyor lan? Rusya dediğin Kapitalist, milliyetçi ve emperyal bir diktatörlük. Birde sorsan bunlar diktatörlüğe karşı şiirler yazarlar amk."
1496708250192035844,Russia,Against,"Rusya Dünya'yı yeni bir buhrana soktu bu buhrandan en çok siviller etkilenecek,tabi bu açıda NATO İngiltere ve ABD'nin kışkırtmaları sonuç verdiğini unutmayalım ülkemiz içinde öyle bir dönemdeniyiz ki Allah yardımcımız olsun."
1496708303556157444,Russia,Against,"#Rusya'nın BM Daimi Temsilcisi:  “#Moskova, #Ukrayna halkına yönelik bir hareket düzenlemiyor, hedef Kiev'de iş başında olan cunta.”"
1496708353925517313,Russia,Against,Savaş karşıtı olmalarına rağmen Rusya savaş başlatıyor. Tam bir şerefsizlik. En çokta bizim etkileneceğimiz dönem başladı.  #Ukraina
1496708359516569604,Russia,Against,"Dünyadaki tüm dengeler değişecek. Hiçbir kuvvet Rusya'yı durduramıyor, ikna edemiyor.   Piyasalar alt üst, ekonomik kriz vardı, daha da derinleşecek. İnsanlar daha da fakirleşecek.   #Ukraina #RussiaUkraine"
1496708370744680450,Russia,Against,"Dünyadaki tüm zalimlerin, dikdatörlerin, Allah Kahhar ismi sıfatı hürmetine kahreylesin. Ya Rab! Rusya'yı helak et, Amerika'ya helak et! İngiltere'yi helak et, İsrail'i helak et! (Amin)  #Ukraina"
1496708374087577601,Russia,Against,Önce soviet sonra bunlar gaddar rusya
1496708399932874763,Russia,Against,Bölgenin ve dünyanın baş belası rusya. Savaş istemiyoruz. Stop the war #Ukraina
1496708422145871874,Russia,Against,Boris bazı başka parlak fikirlerim var gel konuşalım çocuğum. Beni Rusya'ya gönderin 15 güne kalmaz Putin'i Moskova'da köprü altına düşürürüm
1496708428613443589,Russia,Against,Tüm #Dünya sabaha Rus işgaliyle uyandı nazizist rusya sadece ukrayna için bir tehdit değil tüm dünya için bir tehdittir #dünya bu barbar  istilaya sessiz kalamaz kalmamalıdır zira bu paronayak yayılmacı hitlervari kafa yapısı sadece ukrayna için değil tüm #dünya için tehdittir.
1496708434175143937,Russia,Against,BM Genel Sekreteri Antonio Guterres: (Rusya'nın Ukrayna'ya başlattığı operasyon) Bu savaşın bir anlamı yok. BM Şartı ilkelerini ihlal ediyor
1496708467343638531,Russia,Against,"Rusya, son yıllarda yaptığı haklı uyarısına karşı abd ve nato'nun şımarık tavrına verilmesi gereken cevabı ukraynayı isgal ederek veriyor. adamlar sınırımda askeri oluşum istemiyorum, bahçemden uzak durun diyor. Güçlü devletlerin yapması gerekeni yapıyor. Siviller oy verirken++++"
1496708517935386632,Russia,Against,Rusya sana çok ağır küfürler ediyorum
1496708520665915394,Russia,Against,Üçüncü dünya savaşını Rusya Baş lat mış tır. Savaş suçlusudur İnsanlığa hesabını acı şekilde verecektir. İnsanlık birleşerek gereğini yapmalıdır. İşarrtimizdir. Öne çekilmiş bir savaştır
1496708554530635776,Russia,Against,Yok olursun inşallah Rusya…
1496708616858091526,Russia,Against,abi rusya niye hep boyle doyumsuz bi pic knk bi sal artik ulkeleri amk mali
1496708625569624069,Russia,Against,Savaşla uyanan günler aymaz. Rusya aşağılık bir ülke.
1496708630426619905,Russia,Against,Dünyanın yeni Hitleri Putin ne yazık 2 de yine belli kökenden gelme ama kimse yazmaz bunu Rusya nin başına bu getiren güç ile Hitleri Almanya başına getiren güç aynıdır.
1496708659006652419,Russia,Against,"Rusya Kiev’i ele geçirmeden, hükümeti indirmeden bu kanlı savaş bitmeyecek  Soru şu: Önünde kim durabilir?"
1496708678086541317,Russia,Against,Çok hızlı bir şekilde reaksiyon gösterilip Boğazlar Rusya'ya kapatılmalı bunun şakası yok artık Rusya çıldırdı.
1496708717886255105,Russia,Against,Putin; iki ayrılıkçı bölge Rusya dan yardım istedi…. Diyor. Rusya yardım mı edecek? İşgal mi edecek? İşgalin adı herhalde Putin’e göre yardım
1496708735376539652,Russia,Against,"Eğer Rusya bize doğalagaz,buğday ve arpayı pahalıya satarsa bir ekmek en az 10 tl olur belki bir büskivi 20 tl olur.Ekonomik açıdan hiç iyi olmadı zaten TCMB rezervi çok azken"
1496708797628301314,Russia,Against,Rusya diye ananı sikeyim yıl 2022 hala toprak peşindesiniz amk abdyi yeniden keşvedin tam olsun aq manyakları
1496708865290915841,Russia,Against,"ABD AB Rusya Hangisi daha ş.erefsiz, bilemedim.  Allah masumlarını korusun #Ukraina..."
1496708889882116098,Russia,Against,Rusya’nın Türkiye’deki işbirlikçileri algı operasyonlarını sürdürüyor. Komünist ve sosyalist sistemden kapitalist sisteme geçmiş ve Çarlıktan bahseden Putin’in Rusya'sını hala sosyalist bir sistemmiş gibi destekleyen ahmk kesimler var. #Ukraina
1496708898790776839,Russia,Against,"Aptal batının anladığı dil bu maalesef bir ülke göz göre göre Rusya’nın kucağına atıldı. Aptal ABD 100 tane asker gönderse Rusya giremezdi. Bir sürü masum insan ölecek bu aptal gerizekalıların yüzünden, ekonomi çok kötü olacak.."
1496708960891641856,Russia,Against,Rusya Türkiye in boğazlarını kullanır. Zorla bombalayarak hem de. Diğer ülkelerde yam yam gibi bekliyor. Bahane çıksın #RusyaUkraynaKrizi
1496709006576033793,Russia,Against,Rusya'nın saldırıları ile ilgili ilk kınama NATO'dan geldi
1496709008853549058,Russia,Against,Rusya ukrayna’nın sivil bolgelerini de vuruyor. Uluslararası toplumun müdahale etmesi gerekiyor. Rusya savaş istiyorsa ona savaş verilmeli
1496709046396674051,Russia,Against,Birilerini seçip başa getiriyorsun sana sormadan savaş başlatıyor. Kişilerin bireysel hırslarını tüm dünyaya ödetmesini daha ne kadar izleyeceğiz? Rusya gibi yüz ölçümü bu kadar geniş bir ülke hala toprak derdindeyse ortada ciddi bir sıkıntı var demektir
1496709073479380995,Russia,Against,ananı bacını sikeyim orospu rusya
1496709097676316681,Russia,Against,Rusya alçak bir mafya devletidir. 👇
1496709101581221888,Russia,Against,"ABD Başkanı Biden: ""Bu saldırının getireceği ölüm ve yıkımdan yalnızca Rusya sorumludur"""
1496709105062449157,Russia,Against,Allahım Rusya yı yerle bir eyle.. Amin
1496709138986029057,Russia,Against,"Hayatımın hiçbir döneminde Rusya'ya yakınlık duymadım. İşgalci bir güce hiç duymadım. Safımız belli. Rus muhibi olmayınca, bunun adına Natoculuk falan deniliyorsa, aynen öyle."
1496709175816208391,Russia,Against,Vay Rusya'yı s*keyim. NATO'nun da a... Bizim en büyük günahımız başkan Trump'ı anlayamamaktır.
1496709200721825792,Russia,Against,"Ukrayna savaşının ne kadar yanlış olduğunu, masumları öldürerek birsey elde edilemeyeceğini Rusyaya en iyi yavru vatanım ABD anlatır, kafasına göre savas açıp demokrasi adına füze atma uzmanı ulkem. Rusya bu konuda tecrübeli ABDyi dinlemeli"
1496709207629914116,Russia,Against,"Benim için Amerika ne ise Rusya’da odur. Zalimlerin sadece isimleri değişir. Zulüm ebedi olamaz ve kötülük mutlaka hüsrana uğrayacaktır.  . Tüm planlarınızın canı cehenneme, Ve aşk ile bir dahi, “Zalimler için yaşasın cehennem !!” @ammaracarlioglu"
1496709208091336705,Russia,Against,Rusya Devlet Başkanı Putin:(Ukrayna güçlerine hitaben) Yoldaşlar! Babalarınız ve dedeleriniz ortak anavatanımızı savunarak Nazilere karşı savaştı. Bu nedenle Neo-Nazilerin gücü ele geçirmesinden memnun olduğunuzu düşünmüyorum. Lütfen silahlarınızı bırakın ve evlerinize dönün.+++
1496709212432474117,Russia,Against,Savaşı başlatan insan katleden Putindir. Dünya bunu da Hitler ile bir yazacak . Ukrayna mi Rusya  ya saldirdi.  Peki Suriye de kim Rusya ya saldirdi da her gün sivil bombalıyorsun.  Yeter 3 beş turist için katile katil diyelim
1496709215922053121,Russia,Against,#Ukraina ALLAH BELANİZİ VERSİN AMERİKA VE RUSYA olduğunuz yerde huzur yok
1496709238474919944,Russia,Against,"#Rusya Kırımı işgal edip,ruslaştırırken sesi çıkmayan; şimdi hiç çıkmasın! #Kırım Türk toprağıdır,tarihimizin bir parçasıdır. #Ukrayna zamanı ilişkiler,Kırım Türkünün vatana dönüşü artmıştı. Bunu gören Rus,bir ihtimali yoketti. Şimdi Rusların kaçınılmaz düşüşüne hazırlık zamanı."
1496709254719356934,Russia,Against,"Dünya'nın laf üreten boş liderlere değil İnsanlığı koruyan kollayan liderlere ihtiyacı vardır. Dünya beşten büyüktür, BM den Rusya atılmalıdır.. #Ukraina"
1496709321786368000,Russia,Against,"ABD, AB ve NATO Ukrayna'yı yüz üstü bırakmıştır. Rusya'nın Karadeniz'de güçlenmesi iyi haber değil bizim için. #RusyaUkraynaKrizi"
1496709335015202820,Russia,Against,uzulduk falanda yınede bızı katmayın savasa lan rusya anamızıskıer
1496709440107683840,Russia,Against,Bu saatten sonra yapılacak iş belli dunya Rusya dan hiç bir şey alıp vermeyecek ekonomik yaptırım uygulayıp Putin halk tarafindan düşürülecek
1496709456876425219,Russia,Against,"rusya o kadar büyüksen git usa saldir .kudurmuş usa olanlar senin suçun,"
1496709495396962305,Russia,Against,İşgalci Rusya hesap vereceksin!
1496709501180944388,Russia,Against,Putin’in hayalleri yeni bir SSCB hayali değil milliyetçi bir Çarlık Rusya’sı hayali!
1496709521108086786,Russia,Against,"#Putin: ""#Ukrayna ile Rusya’nın çatışması kaçınılmaz, burada sorulması gereken soru ne zaman olacağıdır. #NATO’nun genişlemesi ve Ukrayna topraklarını kullanması kabul edilemez. Rusya ordusunun operasyonunun amacı insanları korumaktır."""
1496709563311083526,Russia,Against,Gün Rusya’ya haddini bildirme günüdür !! @NATO
1496709657502621699,Russia,Against,Rusya nın Ukrayna ya başlattığı nedensiz savaşı kınıyorum .Biran önce bu savaşın durdurulmadını diliyorum.
1496709658282758147,Russia,Against,Allah belanı versin Rusya!!! Allah belanızı versin Batı!!! İnsanlık sabah uykusunda bombalanıyor…!!!
1496709691791101952,Russia,Against,"❗️Komünist doktrinler bitkisel hayatta olsa da, komünizmle anılan ülkeler halen politik kararlarıyla (kendileri de zarar gördükleri halde) kapitalist düzeni sarsıyor.  Bireysel ekonomik devrim sağlayan kripto sistemini son bir yılda iki devlet mahvetti: #Rusya ve #Çin!  #Bitcoin"
1496709743062274051,Russia,Against,"Rusya, insanlık suçu işliyor! #Ukrayna"
1496709758895677448,Russia,Against,Rusya nefretimsin!!!
1496709773919727622,Russia,Against,sırası mı amk Rusya git ötede savaş.
1496709901409832967,Russia,Against,"Tabii ki bizim tahtacı her şeyi önceden biliyor 2 gündür 3,4 hisse ile endkeks tutup digerlerinde mal dagıtılıyor. Dünde son 2 saatte viop +1  den - 1 çekiyor. Tabi daha orta da haber yok.Haber sabaha karşı kievde bomba sesleri geliyor.Rusya hedef kievde ki cunta yönetimi diyor."
1496709939636621314,Russia,Against,"Amerikalı Yetkili: Yaptırımlar Rusya'nın finansal sistemini şok edecek, piyasalarını vuracak, büyümesini frenleyecek ve sanayisini duraklatacak. (WSJ)"
1496709946825654276,Russia,Against,"Türkiye Cumhuriyeti Devleti büyük ve barış yanlısı bir devlettir.   BM ve NATO’nun barışı tesis etmesinde ve  Rusya’nın bir diktatör  yönetiminde maceraya sürüklendiği iradesini, Rusya’ya uygulayacağı yaptırımları ivedilikle dünya kamuoyuna açıklaması gerekir.   #Ukraina"
1496709954576662529,Russia,Against,"AdemYavuzArslan: Rusya aslında Ukrayna yi bombalamadi, Ukrayna kendi kendini bombaladı. Önceden bombalar yerleştirilmiş, dışardan bomba gelsjfjjfjfkr."
1496709956791377920,Russia,Against,"Rusya her ne kadar ""özel bir operasyon"" dese de, #Ukrayna'ya çok kapsamlı bir operasyon başlattığı görülüyor.  İlk önce çok sayıda askeri bölgeler vuruldu."
1496709992321327105,Russia,Against,Osmanlıyı Osmanlı yapan... İslam'ın Hizmetkârı olmasıdır...  Yeryüzünde Gerçek Adalet Huzur Barış Güven ve Esenliiği sağlamak... Nükleer Silahlara Sahip olmak ile değil. Ancak Allah'ın Hükmü ile Hükmetmek ile Mümkündür.  Yoksa... Rusya ve Amerika gibi Zalim Olursunuz.  #Ukraina
1496710031819128839,Russia,Against,Tüm dünyanın gözü önünde Rusya elini kolunu sallayarak Ukrayna’yı işgal altına aldı !!!  ABD sözde savunarak kışkırtıp buna ön ayak olarak asıl hedefine silah satışı yaparak ulaşmıştır !!!  NATO AB Batılılar kınama Mesajları ötesine geçemediler !!!  Sustukça sıra sizede gelecek..
1496710066677989376,Russia,Against,Hani hep deniliyordu ya sanki Rusya bize girdi. Turizmden para beklediğimiz bu dönemde maalesef bize girmiş oldu!
1496710109128531972,Russia,Against,Ukrayna birkaç saatte milyar dolarlar kaybetti. Öyle sağlam vurdu Rusya. Nükleer silah kullanılmasının böyle sağlam vurulmuş olan var mıdır son 20-30 senede ben bilmiyorum.
1496710169174200320,Russia,Against,"Rusya, Ukrayna’da sivilleri hedef almadığını iddia ediyor.  Suriye’de neler yaptıklarını herkes biliyor."
1496710172055674880,Russia,Against,"Geçen yıldan beri Ukrayna sınırına yığınaklanan Rusya beklenen hamlesini yaparak bu ülkeye saldırdı. Bu durum, 1nci Petro’dan günümüze kadar Rus  yayılmacılığından bir değişiklik olmadığını ve bunu gerçekleştirmek için kendi öz kardeşini dahi ezebileceğini gösterdi."
1496710198039351297,Russia,Against,"Geçmiş olsun, bi bu kalmıştı amk çocukları, 40 lı yaşlarımızı savaşarak geçirelim. Ejdadını sikeyim Faşist Rusya"
1496710209049448449,Russia,Against,Rusya kendi kurduğu şehirleri yıkar. Hiç değişmediler.
1496710281900310531,Russia,Against,"Rusya emperyalist değil, Rusya saldırmaz diyen Prof, gazateci, vekil her türlü ünvanlı, ünvansız yavşakların cepheye gitmesini bekliyoruz.."
1496710352473669633,Russia,Against,Rusya’yı kınayan bir karar tasarısı BMGK’ya sunulacak.  Tasarı Cuma günü oylanacak.  Komedi gibi..
1496710404705239042,Russia,Against,"Tüm dünya lal oldu, kimse yardım etmiyor. Sadece izliyorlar. Rusya'nın eline koz veriyorlar. Putin'e karşı böyle davranılmaya devam ederse önünü alamazlar. Düşenin dostu olmazmış bir kez daha gördük"
1496710428965044224,Russia,Against,"Rusya, ABD, Avrupa, İsrail ve Çin birbirlerinin düşmanı oldukları gibi işgalci, sömürgeci ve acımasızlıkta sınırları olmayan, insanlığın ortak düşmanlarıdır. Gönül isterki çocuklar, yaşlılar ve masum kadınlar zarar görmeden hepsi yerlebir olsun. #Ukraina #Rusia #Israel #China"
1496710473697345537,Russia,Against,"2014 yılında Rusya’nın ittirmesi ile Luhansk ve Donetsk’te ayrılıkçı hareketlere giren vatan hainleri, karadan işgale katılıyorlar."
1496710514164047877,Russia,Against,Rusya'nın başlattığı savaş tüm ülkeleri derinden etkileyecek bir yaraya dönüşebilir. Diplomatik kanallar daha fazla sorumluluk alıp işgal bir an önce durdurulmalıdır.  #Ukraina #RusyaUkraynaKrizi
1496710515015491586,Russia,Against,"ABD Başkanı Joe Biden, Rusya'nın operasyon kararı sonrası ""Rusya'nın karşılaşacağı sonuçları perşembe günü açıklayacağım"" dedi. Biden, ""Bu saldırının getireceği ölüm ve yıkımın tek sorumlusu Rusya'dır. ABD ve müttefikleri birlik ve kararlılıkla karşılık verecektir"" diye konuştu."
1496710634850897924,Russia,Against,Ananskm  Rusya senin yüzünden #Bitcoin batıyor...
1496710668703215618,Russia,Against,Rusya'nın militarist ve yayılmacı politikası önce Türkiye ve Baltık ülkeleri için daha sonra da bütün dünya için bir tehdittir. Rusya durdurulmalıdır. NATO sağlam adımlar atmalıdır.
1496710727146614786,Russia,Against,Rusya ekonomik ticari ambargoya tabi tutulsun Tüm ekonomik ticari Hava kara demir deniz yolları kapatılsın. Uluslar arası bankacılığa kapatılsın Dışarıdaki tüm varlıklarına el konulsun.
1496710761783209986,Russia,Against,Putin güvenilmez ve sözünü tutmayan bir lider. Rusya'da bozulan ekonomi ve yükselen enflasyon onu savaşa itti. Benzeri tarihte bütün diktatörlerde olmuştu.
1496710775762788362,Russia,Against,"PUTİN: ""RUSYA'NIN PLANLARI TÜM UKRAYNA'NIN İŞGALİNİ KAPSAMIYOR.""  PUTİN: UKRAYNALI ASKERLER DERHAL SİLAHLARINI BIRAKIP EVİNE DÖNMELİ.  PUTİN: “DIŞ GÜÇLERE BİR MESAJIM VAR: KİM Kİ RUSYA’YI TEHDİT ETMEYE ÇALIŞIR, CEVABINI DERHAL ALIR”  RUSYA’NIN UKRAYNA’YI İŞGALİ RESMEN BAŞLADI."
1496710825138081793,Russia,Against,"Rusya, Avrupa, İsrail, ABD ve Çin hepsi de bizim ebedi düşmanımızdır."
1496710857501421569,Russia,Against,"Rusya, Ukrayna'nın askeri tesislerini hedef alan füze atışlarının yerel saatle 05.00'te başladığını duyurdu.  BMGK Antonio Guterres, Putin'e çağrı yaptı, ""İnsanlık adına askerlerinizi geri çekin"" dedi."
1496710895602446338,Russia,Against,"Putin: ""Rusya, Ukrayna'yı nazilerden arındıracak ve silahsızlandıracak. Sivillere karşı suç işleyenleri adalete teslim etmeye çalışacak.""  Donetsk bölgesinde bulunan Kramatorsk şehrinde peş peşe büyük patlama sesleri rapor ediliyor."
1496710903173197834,Russia,Against,"Zulüm ve Zalimlik bakımından, Rusya ile Amerika arasın da hiç bir fark yoktur...  İkisi de İnsanlığın Düşmanıdır...  #Ukraina"
1496711120081534977,Russia,Against,Rusya Allah belanı verir inşaallah.  #Rusya @KremlinRussia @KremlinRussia_E
1496711147445227523,Russia,Against,Umarım haklı taraf Ukrayna’nın yanında oluruz. Rusya’nın kafasına göre at koşturamayacağını söylememiz lazım. Her yere zıplıyor Rusya. “hayırdır birader” çekemek lazım o yüzden Türkiye-Rusya müttefikliği hayırlı olsun şimdiden bu hükümetin daha doğru karar aldığını görmedik
1496711202096955393,Russia,Against,"BM Güvenlik Konseyi üyesi bir devlet, başka bir devlete saldırdığında ne yapılacağı çok açık. Derhal BM Genel Kurulu olağanüstü toplantıya çağrılır ve Güvenlik Konseyi’nin yetkilerini Genel Kurul üstlenir.  Rusya’ya karşı bu girişimi başlatabilecek bir babayiğit çıkarsa elbet!"
1496711262469865473,Russia,Against,Umarım masum kanı dökülmez… Ebedi düşmanımız Rusya’da istediğini elde edemez dünya dur der. Yoksa Rusların toprak arzusu bitmez…
1496711263774285830,Russia,Against,ABD Rusya'yı vurmak isterse nereyi kullacak süper zeka reyizi o zaman göreceğiz. Putinden farkı yok.
1496711311694118915,Russia,Against,aq senin rusya gibi
1496711320284147712,Russia,Against,"Kızıl Rusya Ukrayna'yı dünyanın gözü önünde işgal ediyor dün "" biz tüm ülkelerin toprak bütünlüğüne ve egemenliğine saygılıyız"", ""mazlumun yanındayız "" diyenler nerede saklanıyorlar."
1496711343822577664,Russia,Against,"GÜNAYDIN ☕☀️ Ne ABD, Ne Rusya Yaşasın TAM BAĞIMSIZ TÜRKİYE!"
1496711404409217026,Russia,Against,Bu durum Rusya'nın ulaştığı askeri gücün ve de dünya için nasıl bir tehdit oluşturduğunun ayrı bir kanıtı. Ayrıca bu operasyona katılan askeri gücün sadece %5 i resmi rus askerleri olduğu iddiaa ediliyor.
1496711409387941888,Russia,Against,"#ABD Başkanı Joe Biden, #Rusya'nın #Ukrayna'ya askeri operasyon başlatması hakkında ""Bu saldırının getireceği ölüm ve yıkımın tek sorumlusu Rusya'dır. ABD ve müttefikleri birlik ve kararlılıkla karşılık verecektir."" açıklamasında bulundu."
1496711449644867587,Russia,Against,Bu siber savaşa ne oldu kimse Rusya’ya siber saldırı da mı düzenleyemiyor nasıl bir iş bu? #Ukraine #Kiev
1496711566154153988,Russia,Against,Rusya acilen durdurulmalı ileride dünyanın başına bela olacak.
1496711576795197440,Russia,Against,"ABD Başkanı Joe Biden, bugün öğle saatlerinde Rusya'nın Ukrayna'ya düzenlediği askeri operasyonun ardından, ABD ve müttefiklerinin Rusya'ya uygulayacağı yeni yaptırımları duyuracak."
1496711590271455236,Russia,Against,Ulan Rusya yapacağın işi ****
1496711688007176196,Russia,Against,Yine güçlünün güçsüzü ezdiği zulmettiği yeni bir güne uyandık. Türkiye birçok askeri anlaşmalar yapmıştı. Bir tek ben mi düşünüyorum ABD le Rusya nın anlaşıp asıl hedefin Türkiye olduğunu.
1496711728532537350,Russia,Against,#RusyaUkraynaSavası rusya destekli isyancılar ukrayna kontrolündeki bölgelere saldırmaya başladı.. Moskova borsasında işlemler askıya alındı..
1496711814079467526,Russia,Against,Bir tane majör ülke desteklemediği halde; Rusya’nın bunları yapabilmesi korkutucu ve inanılmaz… İnanılmaz…  Allah sivil halkın yardımcısı olsun.
